Unique_ID,Reference,yyyy,mm,Location,waters,Zone,Technology,Technology.mentioned,Effort,method,precision..high..med..low.,latitude,longitude,Fish,Details,lgest.spper,units,weight_conversion,largest.jewfish,largest.dhufish.kg,number,n.jewfish,n.spper,Species,me.s,X.Suggested..N.fishers,X.Suggested..N.boats.party,X.Suggested..Time.hrs,X.Suggested..Time.days,Effort.N,Effort.desc,Effort.time,Effort.time.desc,X,X.1,ALYSES,origil_details,details_check,terms,baldchin_groper,blue_groper,dhufish,groper_nondescript,pink_spper,queen_spper,grey_banded_cod,breaksea,whaler_shark,wobbegong,flathead,garfish,grey_nurse,gummy_shark_complex,hammerhead,hapuka,harlequin,herring,john_dory,king_george_whiting,silver_trevally,whiting,great_white,port_jackson,all_sharks,fish_number,max_number,dhu_specific_weight,pink_specific_weight,kg_mentioned,lb_mentioned,both_units
536,ST 31031968 p.58,1968,3,City beach,coastal,3,,,,shore,,,,white pointer shark,7 ft,,,,,0,1,0,0,,,,1,,,,,,,,,,7 ft,7 ft,white pointer shark 7 ft,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,white pointer shark_1,7,,,FALSE,FALSE,FALSE_FALSE
545,ST 09061968 p.48,1968,6,City Beach,coastal,3,Set line,,1 fisher,boat,,,,bronze whaler,6 ft,,,,,0,1,0,0,,Jack Harvey,1,1,,,,,,,,,,6 ft,6 ft,bronze whaler 6 ft,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,bronze whaler_1,6,,,FALSE,FALSE,FALSE_FALSE
524,ST 28011968 p.62,1968,1,Cockburn Sound,coastal,9,,,1 fisher,boat,,,,spper,"thirty-seven spper,2 lb largest",,lb,0.453592,,0,37,0,37,,Len Wade,1,1,,,,,,,,,,"thirty-seven squire spper,2 lb largest","thirty-seven squire ,2 lb largest","spper thirty-seven squire spper,2 lb largest",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,spper_37,#ME?,,,FALSE,TRUE,FALSE_TRUE
563,ST 24111968 p.100,1968,11,"Cockburn Sound, CSBP jetty",coastal,9,1 fisher in 1 hour,,1 fisher in 1 hour,shore,,,,spper,"twelve spper, 21 lb largest",21,lb,0.453592,,0,12,0,12,,Don Greaves,1,,1,,,,,,,,,"twelve spper, 21 lb largest","twelve , 21 lb largest","spper twelve spper, 21 lb largest",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,spper_12,21,,21,FALSE,TRUE,FALSE_TRUE
546,ST 16061968 p.46,1968,6,"Cockburn Sound, shipping channel",coastal,9,A Safety Bay boat angler,,1 fisher,boat,,,,spper,"thirty one spper, 35 lb largest",35,lb,0.453592,,0,31,0,1,,,1,1,,,,,,,,,,"thirty one spper, 35 lb largest","thirty one , 35 lb largest","spper thirty one spper, 35 lb largest",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,spper_31,35,,35,FALSE,TRUE,FALSE_TRUE
560,ST 10111968 p.100,1968,11,Direction Bank (out from Yanchep),offshore,1,"Marmion Angling Club expedition, set out from Yanchep",,4 dinghies,boat,,,,"jewfish, shark, reef fish",eight jewfish 30 lb largest;shark; reef fish,,lb,0.453592,30,13.60776,10,8,0,,"Clem and Dick Moyle, Jack Hills, Keith Murray, Ron Langdon, Ron Campbell and Bill Boardman",7,4,,,,,,,,,,eight jewfish 30 lb largest;shark; reef fish,eight  30 lb largest;; ,"jewfish, shark, reef fish eight jewfish 30 lb largest;shark; reef fish",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"jewfish, shark, reef fish_10",30,,,FALSE,TRUE,FALSE_TRUE
529,ST 18021968 p.54,1968,2,"Fremantle, 30 miles northwest",offshore,1,Marmion members,,"2 fishers, 1 boat",boat,,,,"jewfish, sharks, breaksea cod, blue groper, baldchine groper","six jewfish, 18 lb largest; three sharks; five breaksea cod; one baldchin groper 10 lb; one blue groper 5 lb.",,lb,0.453592,18,8.164656,16,6,0,,"Jack Slocombe, Len Murray",2,1,,,,,,,,,,"six jewfish, 18 lb largest; three sharks; five breaksea cod; one baldchin groper 10 lb; one blue groper 5 lb.","six , 18 lb largest; three ; five ; one  10 lb; one  5 lb.","jewfish, sharks, breaksea cod, A_gouldii, baldchine groper six jewfish, 18 lb largest; three sharks; five breaksea cod; one baldchin groper 10 lb; one A_gouldii 5 lb.",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"jewfish, sharks, breaksea cod, blue groper, baldchine groper_16",18,18,,FALSE,TRUE,FALSE_TRUE
531,ST 10031968 p.50,1968,3,Garden Island,coastal,8,,,Deep Sea Angling Club outing,boat,,,,"jewfish, gummy shark, reef shark, rock spper, queen spper","six jewfish, 22 lb largest; one gummy shark. 19 lb; one reef shark, 25 lb; three breaksea; one N_valenciennesi",,lb,0.453592,22,9.979024,12,6,0,,"Tom Berti, Joe Mitchell, Harry Bensky, George Arney, Jim rogers, Bill Freen",6,1,,,,,,,,,,"six jewfish, 22 lb largest; one gummy shark. 19 lb; one reef shark, 25 lb; three rock spper; one queen spper","six , 22 lb largest; one . 19 lb; one , 25 lb; three ; one ","jewfish, gummy shark, reef shark, breaksea, N_valenciennesi six jewfish, 22 lb largest; one gummy shark. 19 lb; one reef shark, 25 lb; three breaksea; one N_valenciennesi",0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"jewfish, gummy shark, reef shark, rock spper, queen spper_12",25,22,,FALSE,TRUE,FALSE_TRUE
547,ST 16061968 p.46,1968,6,Garden Island,coastal,8,"Part of 1973 lb, 313 fish catch by 46 members of Offshore Angling Club",,1 fisher on Offshore Angling Club excursion,shore,,,,port jackson shark,21 lb,,lb,0.453592,,0,1,0,0,,Dean Ireland,1,,,,,,,,,,,21 lb,21 lb,port jackson shark 21 lb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,port jackson shark_1,21,,,FALSE,TRUE,FALSE_TRUE
566,ST 22121968 p.74,1968,12,"Garden Island, west of",coastal,8,Victoria Park Angling Club,,"1 party, Victoria Park Angling Club",boat,,,,"jewfish, rockfish",five jewfish 13 lb largest; two a variety of rockfish,,lb,0.453592,13,5.896696,5,5,0,,,,1,,,,,,,,,,five jewfish 13 lb largest; two [a variety] of rockfish,five  13 lb largest; two [a variety] of ,"jewfish, rockfish five jewfish 13 lb largest; two [a variety] of rockfish",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"jewfish, rockfish_5",13,,,FALSE,TRUE,FALSE_TRUE
537,ST 14041968 p.36,1968,4,Marmion,coastal,3,Marmion dinghy anglers,,1 dinghy fisher,boat,,,,"jewfish, sharks",two jewfish; two sharks,,,,,0,4,2,0,,Bert Freeman,1,1,,,,,,,,,,two jewfish; two [some] sharks,two ; two [some] ,"jewfish, sharks two jewfish; two [some] sharks",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"jewfish, sharks_4",#ME?,,,FALSE,FALSE,FALSE_FALSE
534,ST 17031968 p.62,1968,3,Marmion,coastal,3,Marmion members,,"2 fishers, 1 boat",boat,,,,"jewfish, spper, shark","one jewfish, 24.5 lb; six sharks; two spper",,lb,0.453592,24,10.886208,9,1,2,,Les and Vern Eliot,2,1,,,,,,,,,,"one jewfish, 24.5 lb; six sharks; two spper","one , 24.5 lb; six ; two ","jewfish, spper, shark one jewfish, 24.5 lb; six sharks; two spper",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"jewfish, spper, shark_9",24.5,24,,FALSE,TRUE,FALSE_TRUE
539,ST 14041968 p.36,1968,4,Marmion,coastal,3,Marmion dinghy anglers,,1 dinghy fisher,boat,,,,jewfish,40.5 lb,,lb,0.453592,40.5,18.370476,1,1,0,,Dick Moyle,1,1,,,,,,,,,,40.5 lb,40.5 lb,jewfish 40.5 lb,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jewfish_1,40.5,,,FALSE,TRUE,FALSE_TRUE
533,ST 17031968 p.62,1968,3,Marmion,coastal,3,Marmion Angling Club competition,,Marmion Angling Club competition,boat,,,,shark,"three sharks, 12 lb largest ",,lb,0.453592,,0,3,0,0,,Angus Emerson,1,1,,,,,,,,,,"three sharks, 12 lb largest ","three , 12 lb largest ","shark three sharks, 12 lb largest ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,shark_3,12,,,FALSE,TRUE,FALSE_TRUE
538,ST 14041968 p.36,1968,4,Marmion,coastal,3,Marmion dinghy anglers,,1 dinghy fisher,boat,,,,sharks,one shark,,,,,0,1,0,0,,"Bill Robson, John Hipple",2,1,,,,,,,,,,one shark,one ,sharks one shark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,sharks_1,#ME?,,,FALSE,FALSE,FALSE_FALSE
554,ST 15091968 p.54,1968,9,Marmion,coastal,3,"Marmion Angling Club weighed in 5045 lbs of fish for the year, up 781 lb on previous year",,Marmion Angling Club competition,boat,,,,"gummy shark, school shark",gummy shark; school shark,,,,,0,2,0,0,,Ron Langdon,1,1,,,,,,,,,,gummy shark; school shark,; ,"gummy shark, school shark gummy shark; school shark",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"gummy shark, school shark_2",#ME?,,,FALSE,FALSE,FALSE_FALSE
556,ST 13101968 p.92,1968,10,Marmion,coastal,3,,,2 fishers,boat,,,,grubfish,forty two 'grubfish',,,,,0,42,0,0,,"Brian Few, Noel Ackimovich",2,1,,,,,,,,,,forty two 'grubfish',forty two '',grubfish forty two 'grubfish',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,grubfish_42,#ME?,,,FALSE,FALSE,FALSE_FALSE
526,ST 18021968 p.54,1968,2,Marmion (inshore to 20 miles out),midshore,1,Marmion dinghy anglers,,1 dinghy fisher,boat,,,,"jewfish, spper, sharks","eight jewfish, 26 lb largest; three spper; two sharks",,lb,0.453592,26,11.793392,13,8,3,,Bert Freeman,1,1,,,,,,,,,,"eight jewfish, 26 lb largest; three spper; two sharks","eight , 26 lb largest; three ; two ","jewfish, spper, sharks eight jewfish, 26 lb largest; three spper; two sharks",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"jewfish, spper, sharks_13",26,26,,FALSE,TRUE,FALSE_TRUE
527,ST 18021968 p.54,1968,2,Marmion (inshore to 20 miles out),midshore,1,Marmion member,,"2 fishers, 1 boat",boat,,,,"jewfish, spper, sharks","six jewfish, 30 lb largest; six spper, 15 lb largest; one gummy shark ",15,lb,0.453592,30,13.60776,13,6,6,,"l, Vern Elliot, Les Elliot",2,1,,,,,,,,,,"six jewfish, 30 lb largest; six spper, 15 lb largest; one gummy shark ","six , 30 lb largest; six , 15 lb largest; one  ","jewfish, spper, sharks six jewfish, 30 lb largest; six spper, 15 lb largest; one gummy shark ",0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"jewfish, spper, sharks_13",30,30,15,FALSE,TRUE,FALSE_TRUE
528,ST 18021968 p.54,1968,2,Marmion (inshore to 20 miles out),midshore,1,Marmion member,,"2 fishers, 1 boat",boat,,,,jewfish,35 lb,,lb,0.453592,35,15.87572,1,1,0,,"Jack Roberts, Ron Nightingale",2,1,,,,,,,,,,35 lb,35 lb,jewfish 35 lb,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jewfish_1,35,,,FALSE,TRUE,FALSE_TRUE
543,ST 19051968 p.50,1968,5,Marmion (off Marmion),coastal,3,The club has now caught 4372 lb of fish since October,,Marmion Angling Club competition,boat,,,,jewfish,"three jewfish, 10 lb largest",,lb,0.453592,10,4.53592,3,3,0,,"Dick Langely, Clem Moyle",2,1,,,,,,,,,,"three jewfish, 10 lb largest","three , 10 lb largest","jewfish three jewfish, 10 lb largest",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jewfish_3,10,10,,FALSE,TRUE,FALSE_TRUE
544,ST 19051968 p.50,1968,5,Marmion (off Marmion),coastal,3,Marmion members,,"2 fishers, 1 boat",boat,,,,shark,"two sharks, small",,,,,0,2,0,0,,"Bill Robson, Jim Hepple",1,1,,,,,,,,,,"two sharks, small","two , small","shark two sharks, small",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,shark_2,#ME?,,,FALSE,FALSE,FALSE_FALSE
521,ST 21011968 p.50,1968,1,Marmion (reefs off Marmion),coastal,3,Marmion Angling Club competition,,1 fisher,Boat,,,,jewfish,"three jewfish, 20.5 lb largest",,lb,0.453592,20,9.07184,3,3,0,,Ron Campbel,1,1,,,,,,,,,,"three jewfish, 20.5 lb largest","three , 20.5 lb largest","jewfish three jewfish, 20.5 lb largest",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jewfish_3,20.5,20,,FALSE,TRUE,FALSE_TRUE
522,ST 21011968 p.50,1968,1,Marmion (reefs off Marmion),coastal,3,Marmion member,,"2 fishers, 1 boat",boat,,,,"jewfish, bronze whaler",three jewfish; four bronze whaler sharks,,,,,0,7,3,0,,"l, Vern Elliot, Les Elliot",2,1,,,,,,,,,,three jewfish; four bronze whaler sharks,three ; four  ,"jewfish, bronze whaler three jewfish; four bronze whaler sharks",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"jewfish, bronze whaler_7",#ME?,,,FALSE,FALSE,FALSE_FALSE
564,ST 08121968 p.122,1968,12,"Marmion, 8 miles off",midshore,3,Marmion,,"2 fishers, 1 boat",boat,,,,"bronze whaler, hammerhead, gummy shark, breaksea cod","one brone whaler, 200 lb; one hammerhead, 20 lb; one gummy shark, 20 lb; three breaksea cod",,lb,0.453592,,0,6,0,0,,Bill and Pell Robson,2,1,,,,,,,,,,"one brone whaler, 200 lb; one hammerhead, 20 lb; one gummy shark, 20 lb; three breaksea cod","one brone , 200 lb; one , 20 lb; one , 20 lb; ","bronze whaler, hammerhead, gummy shark, breaksea cod one brone whaler, 200 lb; one hammerhead, 20 lb; one gummy shark, 20 lb; three breaksea cod",0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,"bronze whaler, hammerhead, gummy shark, breaksea cod_6",200,,,FALSE,TRUE,FALSE_TRUE
520,ST 21011968 p.50,1968,1,"Marmion, eight miles off",midshore,3,Ace dinghy fisher; his greatest day,,1 fisher in dinghy,boat,,,,jewfish,"eight jewfish, 40 lb largest",,lb,0.453592,40,18.14368,8,8,0,,Jack Harvey,1,1,3,,,,,,,,,"eight jewfish, 40 lb largest","eight , 40 lb largest","jewfish eight jewfish, 40 lb largest",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jewfish_8,40,40,,FALSE,TRUE,FALSE_TRUE
525,ST 28011968 p.62,1968,1,Mullaloo,coastal,2,Ace shark angler John Buzcolich; caught in 1 hour,,1 fisher on Offshore Angling Club field day,shore,,,,port jackson shark,two port jackson shark,,,,,0,2,0,0,,John Buzcolich,1,,,,,,,,,,,two port jackson shark,two ,port jackson shark two port jackson shark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,port jackson shark_2,#ME?,,,FALSE,FALSE,FALSE_FALSE
551,ST 04081968 p.60,1968,8,val Base,coastal,9,,,1 fisher,shore,,,,spper,20 lb,20,lb,0.453592,,0,1,0,1,,,1,,,,,,,,,,,20 lb,20 lb,spper 20 lb,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,spper_1,20,,,FALSE,TRUE,FALSE_TRUE
555,ST 29091968 p.92,1968,9,val Base,coastal,9,,,1 fisher,shore,,,,spper,16.5 lb,16.5,lb,0.453592,,0,1,0,1,,Dean Ireland,,,,,,,,,,,,16.5 lb,16.5 lb,spper 16.5 lb,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,spper_1,16.5,,,FALSE,TRUE,FALSE_TRUE
532,ST 17031968 p.62,1968,3,"Off Whitfords, out from Marmion",coastal,3,Marmion members,,"2 fishers, 1 boat",boat,,,,jewfish,"two jewfish, 35 lb largest",,lb,0.453592,35,15.87572,2,2,0,,Peter Aspland and Bill Arnott,2,1,,,,,,,,,,"two jewfish, 35 lb largest","two , 35 lb largest","jewfish two jewfish, 35 lb largest",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jewfish_2,35,35,,FALSE,TRUE,FALSE_TRUE
523,ST 21011968 p.50,1968,1,Pippindinny,coastal,2,Offshore Angling Club field day,,1 fisher on club field day,shore,,,,"port jackson shark, wobbegong","one port jackson shark, 20 lb; two wobbegong, 19.5 lb largest",,lb,0.453592,,0,3,0,0,,John Buzcolich,1,,,,,,,,,,,"one port jackson shark, 20 lb; two wobbegong, 19.5 lb largest","one , 20 lb; two , 19.5 lb largest","port jackson shark, wobbegong one port jackson shark, 20 lb; two wobbegong, 19.5 lb largest",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"port jackson shark, wobbegong_3",20,,,FALSE,TRUE,FALSE_TRUE
549,ST 14071968 p.50,1968,7,Pippindinny,coastal,2,,,2 fishers,shore,,,,spper,25 lb,25,lb,0.453592,,0,1,0,1,,Dean Ireland and jim Craig,2,,,,,,,,,,,25 lb,25 lb,spper 25 lb,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,spper_1,25,,,FALSE,TRUE,FALSE_TRUE
552,ST 04081968 p.60,1968,8,Pippindinny,coastal,2,,,1 fisher,shore,,,,spper,21.1 lb,21.1,lb,0.453592,,0,1,0,1,,Dean Ireland,1,,,,,,,,,,,21.1 lb,21.1 lb,spper 21.1 lb,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,spper_1,21.1,,,FALSE,TRUE,FALSE_TRUE
