"","ID","yyyy","month","largest.dhufish.kg","Zone","latitude","scientific","echo_sounders","gps","bathy","depth","depth_zone","geometry"
"315",315,1966,"11",9.07184,"nearshore_south",-32.1812378609949,"fish.size","pre","pre",-9.57818984985352,9.57818984985352,"nearshore",c(115.60599754057, -32.1812378609949)
"316",316,1966,"11",11.3398,"nearshore_north",-31.8315921743211,"fish.size","pre","pre",-17.6626930236816,17.6626930236816,"nearshore",c(115.680748247684, -31.8315921743211)
"317",317,1966,"11",17.690088,"nearshore_north",-31.8315921743211,"fish.size","pre","pre",-17.6626930236816,17.6626930236816,"nearshore",c(115.680748247684, -31.8315921743211)
"318",318,1966,"11",12.700576,"nearshore_south",-32.1812378609949,"fish.size","pre","pre",-9.57818984985352,9.57818984985352,"nearshore",c(115.60599754057, -32.1812378609949)
"319",319,1966,"11",16.329312,"offshore_north",-31.982204486229,"fish.size","pre","pre",-77.0562133789062,77.0562133789062,"inshore_demersal",c(115.37492693035, -31.982204486229)
"320",320,1966,"12",19.958048,"nearshore_north",-31.8315921743211,"fish.size","pre","pre",-17.6626930236816,17.6626930236816,"nearshore",c(115.680748247684, -31.8315921743211)
"321",321,1967,"2",21.772416,"near_rottnest",-32.0125310038696,"fish.size","pre","pre",-6.67879956774414,6.67879956774414,"nearshore",c(115.482858203312, -32.0125310038696)
"322",322,1967,"2",9.979024,"nearshore_south",-32.1978523876003,"fish.size","pre","pre",-21.1569900512695,21.1569900512695,"inshore_demersal",c(115.628105387689, -32.1978523876003)
"323",323,1967,"2",9.979024,"offshore_north",-31.8694269775461,"fish.size","pre","pre",-41.6750869750977,41.6750869750977,"inshore_demersal",c(115.387089952929, -31.8694269775461)
"324",324,1967,"2",12.700576,"offshore_north",-31.6066843313982,"fish.size","pre","pre",-28.6728744506836,28.6728744506836,"inshore_demersal",c(115.266417209286, -31.6066843313982)
"325",325,1967,"2",13.60776,"offshore_north",-31.6066843313982,"fish.size","pre","pre",-28.6728744506836,28.6728744506836,"inshore_demersal",c(115.266417209286, -31.6066843313982)
"326",326,1967,"2",8.164656,"nearshore_south",-32.1812378609949,"fish.size","pre","pre",-9.57818984985352,9.57818984985352,"nearshore",c(115.60599754057, -32.1812378609949)
"327",327,1967,"2",9.979024,"near_rottnest",-32.0169907465796,"fish.size","pre","pre",-6.93249787203968,6.93249787203968,"nearshore",c(115.47433198872, -32.0169907465796)
"328",328,1967,"3",15.422128,"nearshore_north",-31.8315921743211,"fish.size","pre","pre",-17.6626930236816,17.6626930236816,"nearshore",c(115.680748247684, -31.8315921743211)
"329",329,1967,"3",16.329312,"offshore_north",-31.982204486229,"fish.size","pre","pre",-77.0562133789062,77.0562133789062,"inshore_demersal",c(115.37492693035, -31.982204486229)
"330",330,1967,"3",16.782904,"near_rottnest",-32.0722889992411,"fish.size","pre","pre",-43.9242744445801,43.9242744445801,"inshore_demersal",c(115.490977404601, -32.0722889992411)
"331",331,1967,"3",4.53592,"nearshore_south",-32.1978523876003,"fish.size","pre","pre",-21.1569900512695,21.1569900512695,"inshore_demersal",c(115.628105387689, -32.1978523876003)
"332",332,1967,"4",13.60776,"offshore_north",-31.982204486229,"fish.size","pre","pre",-77.0562133789062,77.0562133789062,"inshore_demersal",c(115.37492693035, -31.982204486229)
"333",333,1967,"4",4.53592,"offshore_north",-31.8348864198547,"fish.size","pre","pre",-37.8800582885742,37.8800582885742,"inshore_demersal",c(115.534030659179, -31.8348864198547)
"334",334,1967,"5",4.53592,"near_rottnest",-32.0267156451065,"fish.size","pre","pre",-31.7451839447021,31.7451839447021,"inshore_demersal",c(115.43252911533, -32.0267156451065)
"335",335,1967,"5",13.60776,"near_rottnest",-31.9573365764646,"fish.size","pre","pre",-41.3541030883789,41.3541030883789,"inshore_demersal",c(115.475975802622, -31.9573365764646)
"336",336,1967,"5",8.618248,"nearshore_north",-31.8315921743211,"fish.size","pre","pre",-17.6626930236816,17.6626930236816,"nearshore",c(115.680748247684, -31.8315921743211)
"337",337,1967,"5",16.102516,"nearshore_north",-31.8315921743211,"fish.size","pre","pre",-17.6626930236816,17.6626930236816,"nearshore",c(115.680748247684, -31.8315921743211)
"338",338,1967,"5",17.236496,"near_rottnest",-31.9573365764646,"fish.size","pre","pre",-41.3541030883789,41.3541030883789,"inshore_demersal",c(115.475975802622, -31.9573365764646)
"339",339,1967,"7",8.164656,"nearshore_north",-31.7742204158974,"fish.size","pre","pre",-10.4682989120483,10.4682989120483,"nearshore",c(115.686338135116, -31.7742204158974)
"340",340,1967,"8",10.886208,"nearshore_south",-32.1812378609949,"fish.size","pre","pre",-9.57818984985352,9.57818984985352,"nearshore",c(115.60599754057, -32.1812378609949)
"341",341,1967,"8",16.329312,"nearshore_north",-31.8315921743211,"fish.size","pre","pre",-17.6626930236816,17.6626930236816,"nearshore",c(115.680748247684, -31.8315921743211)
"342",342,1967,"8",20.638436,"near_rottnest",-32.0278492342063,"fish.size","pre","pre",-6.21626710891724,6.21626710891724,"nearshore",c(115.454041312157, -32.0278492342063)
"343",343,1967,"8",11.3398,"nearshore_north",-31.8315921743211,"fish.size","pre","pre",-17.6626930236816,17.6626930236816,"nearshore",c(115.680748247684, -31.8315921743211)
"344",344,1967,"9",9.07184,"nearshore_north",-31.8315921743211,"fish.size","pre","pre",-17.6626930236816,17.6626930236816,"nearshore",c(115.680748247684, -31.8315921743211)
"345",345,1967,"9",11.3398,"near_rottnest",-32.0125310038696,"fish.size","pre","pre",-7.52819420211017,7.52819420211017,"nearshore",c(115.482858203312, -32.0125310038696)
"346",346,1967,"10",14.061352,"offshore_south",-32.0579200815934,"fish.size","pre","pre",-60.5274200439453,60.5274200439453,"inshore_demersal",c(115.396182948523, -32.0579200815934)
"347",347,1967,"10",5.896696,"near_rottnest",-32.0245742010837,"fish.size","pre","pre",-44.8584632873535,44.8584632873535,"inshore_demersal",c(115.413819982007, -32.0245742010837)
"348",348,1967,"11",5.443104,"near_rottnest",-32.0722889992411,"fish.size","pre","pre",-43.9242744445801,43.9242744445801,"inshore_demersal",c(115.490977404601, -32.0722889992411)
"349",349,1967,"11",10.432616,"near_rottnest",-32.0267156451065,"fish.size","pre","pre",-31.7451839447021,31.7451839447021,"inshore_demersal",c(115.43252911533, -32.0267156451065)
"350",350,1967,"12",15.87572,"offshore_north",-31.7649130252093,"fish.size","pre","pre",-40.9278335571289,40.9278335571289,"inshore_demersal",c(115.323696356431, -31.7649130252093)
"351",351,1968,"1",9.07184,"nearshore_north",-31.8315921743211,"fish.size","pre","pre",-17.6626930236816,17.6626930236816,"nearshore",c(115.680748247684, -31.8315921743211)
"352",352,1968,"1",18.14368,"offshore_north",-31.8376158309804,"fish.size","pre","pre",-33.0537147521973,33.0537147521973,"inshore_demersal",c(115.610567202199, -31.8376158309804)
"353",353,1968,"2",8.164656,"offshore_north",-31.7587596841282,"fish.size","pre","pre",-40.6567611694336,40.6567611694336,"inshore_demersal",c(115.322843081693, -31.7587596841282)
"354",354,1968,"2",11.793392,"offshore_north",-31.8551641184467,"fish.size","pre","pre",-35.850643157959,35.850643157959,"inshore_demersal",c(115.565459102386, -31.8551641184467)
"355",355,1968,"2",13.60776,"offshore_north",-31.8551641184467,"fish.size","pre","pre",-35.850643157959,35.850643157959,"inshore_demersal",c(115.565459102386, -31.8551641184467)
"356",356,1968,"2",15.87572,"offshore_north",-31.8551641184467,"fish.size","pre","pre",-35.850643157959,35.850643157959,"inshore_demersal",c(115.565459102386, -31.8551641184467)
"357",357,1968,"2",11.3398,"offshore_north",-31.9574542295723,"fish.size","pre","pre",-44.8938636779785,44.8938636779785,"inshore_demersal",c(115.428585267778, -31.9574542295723)
"358",358,1968,"3",9.979024,"nearshore_south",-32.2035324959805,"fish.size","pre","pre",-12.0632495880127,12.0632495880127,"nearshore",c(115.661056937854, -32.2035324959805)
"359",359,1968,"3",10.886208,"nearshore_north",-31.8315921743211,"fish.size","pre","pre",-17.6626930236816,17.6626930236816,"nearshore",c(115.680748247684, -31.8315921743211)
"360",360,1968,"3",15.87572,"offshore_north",-31.7933430038784,"fish.size","pre","pre",-34.4699211120605,34.4699211120605,"inshore_demersal",c(115.577230321326, -31.7933430038784)
"361",361,1968,"3",13.60776,"offshore_north",-31.7581222524846,"fish.size","pre","pre",-42.1055145263672,42.1055145263672,"inshore_demersal",c(115.321717530964, -31.7581222524846)
"362",362,1968,"4",18.370476,"nearshore_north",-31.8315921743211,"fish.size","pre","pre",-17.6626930236816,17.6626930236816,"nearshore",c(115.680748247684, -31.8315921743211)
"363",363,1968,"5",4.53592,"nearshore_north",-31.8315921743211,"fish.size","pre","pre",-17.6626930236816,17.6626930236816,"nearshore",c(115.680748247684, -31.8315921743211)
"364",364,1968,"8",10.886208,"near_rottnest",-31.9573365764646,"fish.size","pre","pre",-41.3541030883789,41.3541030883789,"inshore_demersal",c(115.475975802622, -31.9573365764646)
"365",365,1968,"10",7.711064,"nearshore_north",-31.8916489447231,"fish.size","pre","pre",-14.5154075622559,14.5154075622559,"nearshore",c(115.707778998506, -31.8916489447231)
"366",366,1968,"11",13.60776,"offshore_north",-31.656365971268,"fish.size","pre","pre",-37.4035720825195,37.4035720825195,"inshore_demersal",c(115.300104805472, -31.656365971268)
"367",367,1968,"11",15.422128,"offshore_north",-31.6066843313982,"fish.size","pre","pre",-28.6728744506836,28.6728744506836,"inshore_demersal",c(115.266417209286, -31.6066843313982)
"368",368,1968,"11",9.07184,"offshore_north",-31.9298053857108,"fish.size","pre","pre",-62.7066497802734,62.7066497802734,"inshore_demersal",c(115.373851774854, -31.9298053857108)
"369",369,1968,"11",9.979024,"offshore_north",-31.982204486229,"fish.size","pre","pre",-77.0562133789062,77.0562133789062,"inshore_demersal",c(115.37492693035, -31.982204486229)
"370",370,1968,"12",7.257472,"near_rottnest",-31.9573365764646,"fish.size","pre","pre",-41.3541030883789,41.3541030883789,"inshore_demersal",c(115.475975802622, -31.9573365764646)
"371",371,1968,"12",5.896696,"nearshore_south",-32.1978523876003,"fish.size","pre","pre",-21.1569900512695,21.1569900512695,"inshore_demersal",c(115.628105387689, -32.1978523876003)
"372",372,1969,"1",11.3398,"nearshore_north",-31.735788385345,"fish.size","pre","pre",-10.3493938446045,10.3493938446045,"nearshore",c(115.668601271472, -31.735788385345)
"373",373,1969,"1",13.60776,"offshore_north",-31.8433087638545,"fish.size","pre","pre",-33.4958839416504,33.4958839416504,"inshore_demersal",c(115.604654112624, -31.8433087638545)
"374",374,1969,"1",13.60776,"near_rottnest",-31.9573365764646,"fish.size","pre","pre",-41.3541030883789,41.3541030883789,"inshore_demersal",c(115.475975802622, -31.9573365764646)
"375",375,1969,"1",9.979024,"offshore_north",-31.656365971268,"fish.size","pre","pre",-37.4035720825195,37.4035720825195,"inshore_demersal",c(115.300104805472, -31.656365971268)
"376",376,1969,"1",13.60776,"offshore_north",-31.8702381853093,"fish.size","pre","pre",-42.120231628418,42.120231628418,"inshore_demersal",c(115.497354614295, -31.8702381853093)
"377",377,1969,"1",15.422128,"offshore_north",-31.8702381853093,"fish.size","pre","pre",-42.120231628418,42.120231628418,"inshore_demersal",c(115.497354614295, -31.8702381853093)
"378",378,1969,"2",18.14368,"offshore_north",-31.656365971268,"fish.size","pre","pre",-37.4035720825195,37.4035720825195,"inshore_demersal",c(115.300104805472, -31.656365971268)
"379",379,1969,"2",18.370476,"offshore_north",-31.656365971268,"fish.size","pre","pre",-37.4035720825195,37.4035720825195,"inshore_demersal",c(115.300104805472, -31.656365971268)
"380",380,1969,"3",9.07184,"nearshore_north",-31.8315921743211,"fish.size","pre","pre",-17.6626930236816,17.6626930236816,"nearshore",c(115.680748247684, -31.8315921743211)
"381",381,1969,"3",10.886208,"nearshore_north",-31.8315921743211,"fish.size","pre","pre",-17.6626930236816,17.6626930236816,"nearshore",c(115.680748247684, -31.8315921743211)
"382",382,1969,"3",13.60776,"nearshore_north",-31.8315921743211,"fish.size","pre","pre",-17.6626930236816,17.6626930236816,"nearshore",c(115.680748247684, -31.8315921743211)
"383",383,1969,"4",9.07184,"nearshore_north",-31.8315921743211,"fish.size","pre","pre",-17.6626930236816,17.6626930236816,"nearshore",c(115.680748247684, -31.8315921743211)
"384",384,1969,"4",8.164656,"nearshore_north",-31.5584088722017,"fish.size","pre","pre",-12.702166557312,12.702166557312,"nearshore",c(115.59830116846, -31.5584088722017)
"385",385,1969,"4",9.07184,"nearshore_north",-31.5764042077697,"fish.size","pre","pre",-26.7459106445312,26.7459106445312,"inshore_demersal",c(115.555911177368, -31.5764042077697)
"386",386,1969,"5",5.216308,"near_rottnest",-32.0127101196379,"fish.size","pre","pre",-7.32348156534135,7.32348156534135,"nearshore",c(115.49238527192, -32.0127101196379)
"387",387,1969,"5",13.60776,"near_rottnest",-32.0125310038696,"fish.size","pre","pre",-4.06973126716912,4.06973126716912,"nearshore",c(115.482858203312, -32.0125310038696)
"388",388,1969,"5",6.80388,"nearshore_north",-31.8315921743211,"fish.size","pre","pre",-17.6626930236816,17.6626930236816,"nearshore",c(115.680748247684, -31.8315921743211)
"389",389,1969,"5",14.968536,"nearshore_north",-31.8315921743211,"fish.size","pre","pre",-17.6626930236816,17.6626930236816,"nearshore",c(115.680748247684, -31.8315921743211)
"390",390,1969,"5",17.916884,"nearshore_south",-32.1978523876003,"fish.size","pre","pre",-21.1569900512695,21.1569900512695,"inshore_demersal",c(115.628105387689, -32.1978523876003)
"391",391,1969,"6",13.60776,"near_rottnest",-31.9992850384857,"fish.size","pre","pre",-9.89790821075439,9.89790821075439,"nearshore",c(115.583350726627, -31.9992850384857)
"392",392,1969,"6",4.082328,"near_rottnest",-32.0722889992411,"fish.size","pre","pre",-43.9242744445801,43.9242744445801,"inshore_demersal",c(115.490977404601, -32.0722889992411)
"393",393,1969,"6",18.14368,"near_rottnest",-32.0257296844043,"fish.size","pre","pre",-32.8775177001953,32.8775177001953,"inshore_demersal",c(115.423550235759, -32.0257296844043)
"394",394,1969,"8",19.050864,"nearshore_north",-31.8315921743211,"fish.size","pre","pre",-17.6626930236816,17.6626930236816,"nearshore",c(115.680748247684, -31.8315921743211)
"395",395,1969,"8",4.989512,"near_rottnest",-32.0245742010837,"fish.size","pre","pre",-44.8584632873535,44.8584632873535,"inshore_demersal",c(115.413819982007, -32.0245742010837)
"396",396,1969,"8",13.60776,"near_rottnest",-32.0754472016545,"fish.size","pre","pre",-40.2181282043457,40.2181282043457,"inshore_demersal",c(115.510709137622, -32.0754472016545)
"397",397,1969,"9",19.050864,"offshore_north",-31.656365971268,"fish.size","pre","pre",-37.4035720825195,37.4035720825195,"inshore_demersal",c(115.300104805472, -31.656365971268)
"398",398,1969,"10",13.60776,"offshore_north",-31.656365971268,"fish.size","pre","pre",-37.4035720825195,37.4035720825195,"inshore_demersal",c(115.300104805472, -31.656365971268)
"399",399,1969,"10",9.07184,"near_rottnest",-32.0125310038696,"fish.size","pre","pre",-8.79065563902259,8.79065563902259,"nearshore",c(115.482858203312, -32.0125310038696)
"400",400,1969,"10",19.958048,"near_rottnest",-32.0125310038696,"fish.size","pre","pre",-7.36736239120364,7.36736239120364,"nearshore",c(115.482858203312, -32.0125310038696)
"401",401,1969,"10",22.6796,"near_rottnest",-32.0125310038696,"fish.size","pre","pre",-7.65267397649586,7.65267397649586,"nearshore",c(115.482858203312, -32.0125310038696)
"402",402,1969,"10",9.07184,"near_rottnest",-31.9573365764646,"fish.size","pre","pre",-41.3541030883789,41.3541030883789,"inshore_demersal",c(115.475975802622, -31.9573365764646)
"403",403,1969,"10",11.793392,"near_rottnest",-32.0125310038696,"fish.size","pre","pre",-5.31279511936009,5.31279511936009,"nearshore",c(115.482858203312, -32.0125310038696)
"404",404,1969,"11",6.80388,"nearshore_north",-31.7063323552721,"fish.size","pre","pre",-31.4651031494141,31.4651031494141,"inshore_demersal",c(115.601478915175, -31.7063323552721)
"405",405,1969,"11",8.164656,"nearshore_north",-31.8315921743211,"fish.size","pre","pre",-17.6626930236816,17.6626930236816,"nearshore",c(115.680748247684, -31.8315921743211)
"406",406,1969,"11",15.87572,"nearshore_north",-31.8315921743211,"fish.size","pre","pre",-17.6626930236816,17.6626930236816,"nearshore",c(115.680748247684, -31.8315921743211)
"407",407,1969,"11",16.782904,"nearshore_north",-31.8315921743211,"fish.size","pre","pre",-17.6626930236816,17.6626930236816,"nearshore",c(115.680748247684, -31.8315921743211)
"408",408,1969,"11",6.80388,"near_rottnest",-31.9573365764646,"fish.size","pre","pre",-41.3541030883789,41.3541030883789,"inshore_demersal",c(115.475975802622, -31.9573365764646)
"409",409,1969,"11",2.26796,"near_rottnest",-32.0716050084599,"fish.size","pre","pre",-35.5736083984375,35.5736083984375,"inshore_demersal",c(115.453880731794, -32.0716050084599)
"410",410,1969,"12",13.60776,"offshore_north",-31.8433087638545,"fish.size","pre","pre",-33.4958839416504,33.4958839416504,"inshore_demersal",c(115.604654112624, -31.8433087638545)
"411",411,1969,"12",16.782904,"offshore_north",-31.8433087638545,"fish.size","pre","pre",-33.4958839416504,33.4958839416504,"inshore_demersal",c(115.604654112624, -31.8433087638545)
"412",412,1970,"1",4.1276872,"nearshore_north",-31.8315921743211,"fish.size","post","pre",-17.6626930236816,17.6626930236816,"nearshore",c(115.680748247684, -31.8315921743211)
"413",413,1970,"1",16.329312,"nearshore_north",-31.8315921743211,"fish.size","post","pre",-17.6626930236816,17.6626930236816,"nearshore",c(115.680748247684, -31.8315921743211)
"414",414,1970,"2",11.3398,"nearshore_north",-31.8315921743211,"fish.size","post","pre",-17.6626930236816,17.6626930236816,"nearshore",c(115.680748247684, -31.8315921743211)
"415",415,1970,"2",16.782904,"nearshore_north",-31.8315921743211,"fish.size","post","pre",-17.6626930236816,17.6626930236816,"nearshore",c(115.680748247684, -31.8315921743211)
"416",416,1970,"2",12.700576,"offshore_north",-31.9610130544629,"fish.size","post","pre",-51.1485290527344,51.1485290527344,"inshore_demersal",c(115.394324781608, -31.9610130544629)
"417",417,1970,"3",15.422128,"nearshore_north",-31.8315921743211,"fish.size","post","pre",-17.6626930236816,17.6626930236816,"nearshore",c(115.680748247684, -31.8315921743211)
"418",418,1970,"4",20.41164,"near_rottnest",-32.0125310038696,"fish.size","post","pre",-5.27806749753654,5.27806749753654,"nearshore",c(115.482858203312, -32.0125310038696)
"419",419,1970,"4",13.60776,"nearshore_south",-32.4695026097029,"fish.size","post","pre",-28.0901489257812,28.0901489257812,"inshore_demersal",c(115.571266370864, -32.4695026097029)
"420",420,1970,"4",13.154168,"near_rottnest",-32.0125310038696,"fish.size","post","pre",-7.68493295647204,7.68493295647204,"nearshore",c(115.482858203312, -32.0125310038696)
"421",421,1970,"4",8.164656,"near_rottnest",-31.9573365764646,"fish.size","post","pre",-41.3541030883789,41.3541030883789,"inshore_demersal",c(115.475975802622, -31.9573365764646)
"422",422,1970,"4",17.236496,"near_rottnest",-32.0125310038696,"fish.size","post","pre",-2.35006118938327,2.35006118938327,"nearshore",c(115.482858203312, -32.0125310038696)
"423",423,1970,"4",15.195332,"near_rottnest",-32.0278492342063,"fish.size","post","pre",-6.21626710891724,6.21626710891724,"nearshore",c(115.454041312157, -32.0278492342063)
"424",424,1970,"5",10.886208,"near_rottnest",-32.0363486388029,"fish.size","post","pre",-55.6754035949707,55.6754035949707,"inshore_demersal",c(115.404826408242, -32.0363486388029)
"425",425,1970,"5",12.927372,"nearshore_north",-31.8315921743211,"fish.size","post","pre",-17.6626930236816,17.6626930236816,"nearshore",c(115.680748247684, -31.8315921743211)
"426",426,1970,"6",9.07184,"near_rottnest",-32.0127101196379,"fish.size","post","pre",-6.27238572202623,6.27238572202623,"nearshore",c(115.49238527192, -32.0127101196379)
"427",427,1970,"7",14.514944,"offshore_north",-31.8376158309804,"fish.size","post","pre",-33.0537147521973,33.0537147521973,"inshore_demersal",c(115.610567202199, -31.8376158309804)
"428",428,1970,"8",10.886208,"nearshore_north",-31.8315921743211,"fish.size","post","pre",-17.6626930236816,17.6626930236816,"nearshore",c(115.680748247684, -31.8315921743211)
"429",429,1970,"8",9.07184,"nearshore_north",-31.8404605637328,"fish.size","post","pre",-25.4249324798584,25.4249324798584,"inshore_demersal",c(115.661153493827, -31.8404605637328)
"430",430,1970,"11",10.886208,"near_rottnest",-32.0245742010837,"fish.size","post","pre",-44.8584632873535,44.8584632873535,"inshore_demersal",c(115.413819982007, -32.0245742010837)
"431",431,1970,"11",9.07184,"offshore_north",-31.8551641184467,"fish.size","post","pre",-35.850643157959,35.850643157959,"inshore_demersal",c(115.565459102386, -31.8551641184467)
"432",432,1971,"1",6.350288,"nearshore_north",-31.8315921743211,"fish.size","post","pre",-17.6626930236816,17.6626930236816,"nearshore",c(115.680748247684, -31.8315921743211)
"433",433,1971,"1",11.3398,"nearshore_north",-31.8315921743211,"fish.size","post","pre",-17.6626930236816,17.6626930236816,"nearshore",c(115.680748247684, -31.8315921743211)
"434",434,1971,"1",6.80388,"offshore_north",-31.8551641184467,"fish.size","post","pre",-35.850643157959,35.850643157959,"inshore_demersal",c(115.565459102386, -31.8551641184467)
"435",435,1971,"1",18.14368,"offshore_north",-31.7178181794918,"fish.size","post","pre",-34.7392044067383,34.7392044067383,"inshore_demersal",c(115.502654057415, -31.7178181794918)
"436",436,1971,"1",17.236496,"nearshore_north",-31.8958676790423,"fish.size","post","pre",-29.2415428161621,29.2415428161621,"inshore_demersal",c(115.653544279313, -31.8958676790423)
"437",437,1971,"3",6.350288,"nearshore_north",-31.7119190036313,"fish.size","post","pre",-31.9761619567871,31.9761619567871,"inshore_demersal",c(115.601652047853, -31.7119190036313)
"438",438,1971,"3",14.061352,"nearshore_north",-31.7119190036313,"fish.size","post","pre",-31.9761619567871,31.9761619567871,"inshore_demersal",c(115.601652047853, -31.7119190036313)
"439",439,1971,"3",14.061352,"nearshore_north",-31.6877715497792,"fish.size","post","pre",-8.56847381591797,8.56847381591797,"nearshore",c(115.689518723716, -31.6877715497792)
"440",440,1971,"4",11.3398,"offshore_north",-31.9161195981548,"fish.size","post","pre",-80.4086532592773,80.4086532592773,"inshore_demersal",c(115.350150847357, -31.9161195981548)
"441",441,1971,"4",11.3398,"nearshore_south",-32.492049041498,"fish.size","post","pre",-13.1673336029053,13.1673336029053,"nearshore",c(115.606355767426, -32.492049041498)
"442",442,1971,"4",11.3398,"nearshore_north",-31.8315921743211,"fish.size","post","pre",-17.6626930236816,17.6626930236816,"nearshore",c(115.680748247684, -31.8315921743211)
"443",443,1971,"6",10.886208,"nearshore_north",-31.8315921743211,"fish.size","post","pre",-17.6626930236816,17.6626930236816,"nearshore",c(115.680748247684, -31.8315921743211)
"444",444,1971,"7",12.246984,"nearshore_north",-31.8315921743211,"fish.size","post","pre",-17.6626930236816,17.6626930236816,"nearshore",c(115.680748247684, -31.8315921743211)
"445",445,1971,"10",11.3398,"near_rottnest",-32.0125310038696,"fish.size","post","pre",-3.93766446039081,3.93766446039081,"nearshore",c(115.482858203312, -32.0125310038696)
"446",446,1971,"10",4.53592,"near_rottnest",-32.0245742010837,"fish.size","post","pre",-44.8584632873535,44.8584632873535,"inshore_demersal",c(115.413819982007, -32.0245742010837)
"447",447,1971,"11",14.514944,"near_rottnest",-32.0125310038696,"fish.size","post","pre",-2.47859423235059,2.47859423235059,"nearshore",c(115.482858203312, -32.0125310038696)
"448",448,1971,"11",15.422128,"nearshore_north",-31.8315921743211,"fish.size","post","pre",-17.6626930236816,17.6626930236816,"nearshore",c(115.680748247684, -31.8315921743211)
"449",449,1971,"12",17.690088,"nearshore_north",-31.8315921743211,"fish.size","post","pre",-17.6626930236816,17.6626930236816,"nearshore",c(115.680748247684, -31.8315921743211)
"450",450,1971,"12",7.93786,"near_rottnest",-32.0125310038696,"fish.size","post","pre",-7.74613261036575,7.74613261036575,"nearshore",c(115.482858203312, -32.0125310038696)
"451",451,1971,"12",7.711064,"offshore_north",-31.9610130544629,"fish.size","post","pre",-51.1485290527344,51.1485290527344,"inshore_demersal",c(115.394324781608, -31.9610130544629)
"452",452,1972,"1",16.329312,"offshore_north",-31.656365971268,"fish.size","post","pre",-37.4035720825195,37.4035720825195,"inshore_demersal",c(115.300104805472, -31.656365971268)
"453",453,1972,"1",6.80388,"offshore_north",-31.656365971268,"fish.size","post","pre",-37.4035720825195,37.4035720825195,"inshore_demersal",c(115.300104805472, -31.656365971268)
"454",454,1972,"1",16.329312,"nearshore_north",-31.8315921743211,"fish.size","post","pre",-17.6626930236816,17.6626930236816,"nearshore",c(115.680748247684, -31.8315921743211)
"455",455,1972,"2",14.514944,"nearshore_south",-32.1978523876003,"fish.size","post","pre",-21.1569900512695,21.1569900512695,"inshore_demersal",c(115.628105387689, -32.1978523876003)
"456",456,1972,"2",14.968536,"nearshore_north",-31.8315921743211,"fish.size","post","pre",-17.6626930236816,17.6626930236816,"nearshore",c(115.680748247684, -31.8315921743211)
"457",457,1972,"2",9.525432,"offshore_north",-31.85896630553,"fish.size","post","pre",-79.6776275634766,79.6776275634766,"inshore_demersal",c(115.32111698772, -31.85896630553)
"458",458,1972,"3",9.07184,"offshore_north",-31.8571717399653,"fish.size","post","pre",-40.4724388122559,40.4724388122559,"inshore_demersal",c(115.494508725103, -31.8571717399653)
"459",459,1972,"5",15.87572,"offshore_north",-31.656365971268,"fish.size","post","pre",-37.4035720825195,37.4035720825195,"inshore_demersal",c(115.300104805472, -31.656365971268)
"460",460,1972,"6",13.60776,"offshore_north",-31.7183730719301,"fish.size","post","pre",-42.1954193115234,42.1954193115234,"inshore_demersal",c(115.422512438969, -31.7183730719301)
"461",461,1972,"10",20.865232,"offshore_south",-32.0302162008112,"fish.size","post","pre",-109.83805847168,109.83805847168,"inshore_demersal",c(115.326154859415, -32.0302162008112)
"462",462,1972,"10",15.422128,"offshore_south",-32.0337052096785,"fish.size","post","pre",-89.9935989379883,89.9935989379883,"inshore_demersal",c(115.369513166502, -32.0337052096785)
"463",463,1972,"10",15.87572,"nearshore_north",-31.7119190036313,"fish.size","post","pre",-31.9761619567871,31.9761619567871,"inshore_demersal",c(115.601652047853, -31.7119190036313)
"464",464,1972,"12",17.236496,"nearshore_south",-32.2076006409173,"fish.size","post","pre",-29.5786056518555,29.5786056518555,"inshore_demersal",c(115.589818266703, -32.2076006409173)
"465",465,1973,"1",14.968536,"offshore_north",-31.7054555345564,"fish.size","post","pre",-33.1795845031738,33.1795845031738,"inshore_demersal",c(115.579087029476, -31.7054555345564)
"466",466,1973,"3",6.80388,"near_rottnest",-32.0125310038696,"fish.size","post","pre",-9.67904999665916,9.67904999665916,"nearshore",c(115.482858203312, -32.0125310038696)
"467",467,1973,"3",12.246984,"near_rottnest",-32.0245742010837,"fish.size","post","pre",-44.8584632873535,44.8584632873535,"inshore_demersal",c(115.413819982007, -32.0245742010837)
"468",468,1973,"10",11.3398,"nearshore_south",-32.1978523876003,"fish.size","post","pre",-21.1569900512695,21.1569900512695,"inshore_demersal",c(115.628105387689, -32.1978523876003)
"469",469,1973,"10",13.60776,"nearshore_north",-31.7731330794994,"fish.size","post","pre",-30.1631126403809,30.1631126403809,"inshore_demersal",c(115.625296122274, -31.7731330794994)
"470",470,1973,"11",14.968536,"offshore_south",-32.4576696577359,"fish.size","post","pre",-34.5367050170898,34.5367050170898,"inshore_demersal",c(115.511003273015, -32.4576696577359)
"471",471,1973,"12",4.082328,"near_rottnest",-32.0125310038696,"fish.size","post","pre",-9.9762724917382,9.9762724917382,"nearshore",c(115.482858203312, -32.0125310038696)
"472",472,1973,"12",5.443104,"near_rottnest",-32.0125310038696,"fish.size","post","pre",-9.64819462411106,9.64819462411106,"nearshore",c(115.482858203312, -32.0125310038696)
"473",473,1973,"12",12.246984,"nearshore_north",-31.5412124756883,"fish.size","post","pre",-29.5390110015869,29.5390110015869,"inshore_demersal",c(115.468495567041, -31.5412124756883)
