"","ID","yyyy","month","largest.dhufish.kg","Zone","latitude","scientific","echo_sounders","gps","bathy","depth","depth_zone","geometry"
"157",157,1961,"1",22.452804,"near_rottnest",-32.0125310038696,"fish.size","pre","pre",-7.52819420211017,7.52819420211017,"nearshore",c(115.482858203312, -32.0125310038696)
"158",158,1961,"1",10.886208,"near_rottnest",-32.0125310038696,"fish.size","pre","pre",-2.01922345533967,2.01922345533967,"nearshore",c(115.482858203312, -32.0125310038696)
"159",159,1961,"1",9.979024,"offshore_north",-31.8368653944927,"fish.size","pre","pre",-35.6335945129395,35.6335945129395,"inshore_demersal",c(115.584402659035, -31.8368653944927)
"160",160,1961,"1",12.246984,"near_rottnest",-32.0125310038696,"fish.size","pre","pre",-3.12819600664079,3.12819600664079,"nearshore",c(115.482858203312, -32.0125310038696)
"161",161,1961,"2",18.14368,"near_rottnest",-32.0125310038696,"fish.size","pre","pre",-2.4402319919318,2.4402319919318,"nearshore",c(115.482858203312, -32.0125310038696)
"162",162,1961,"2",9.07184,"near_rottnest",-32.0125310038696,"fish.size","pre","pre",-9.47300654090941,9.47300654090941,"nearshore",c(115.482858203312, -32.0125310038696)
"163",163,1961,"2",11.793392,"near_rottnest",-32.0125310038696,"fish.size","pre","pre",-3.93766446039081,3.93766446039081,"nearshore",c(115.482858203312, -32.0125310038696)
"164",164,1961,"2",9.07184,"offshore_south",-32.3212463490105,"fish.size","pre","pre",-41.5184097290039,41.5184097290039,"inshore_demersal",c(115.417968890709, -32.3212463490105)
"165",165,1961,"2",12.700576,"near_rottnest",-32.0125310038696,"fish.size","pre","pre",-2.47859423235059,2.47859423235059,"nearshore",c(115.482858203312, -32.0125310038696)
"166",166,1961,"2",17.236496,"near_rottnest",-32.0253122211376,"fish.size","pre","pre",-15.1365242004395,15.1365242004395,"nearshore",c(115.508449247434, -32.0253122211376)
"167",167,1961,"3",4.53592,"nearshore_north",-31.8315921743211,"fish.size","pre","pre",-17.6626930236816,17.6626930236816,"nearshore",c(115.680748247684, -31.8315921743211)
"168",168,1961,"3",9.07184,"nearshore_north",-31.8315921743211,"fish.size","pre","pre",-17.6626930236816,17.6626930236816,"nearshore",c(115.680748247684, -31.8315921743211)
"169",169,1961,"3",12.246984,"nearshore_north",-31.8315921743211,"fish.size","pre","pre",-17.6626930236816,17.6626930236816,"nearshore",c(115.680748247684, -31.8315921743211)
"170",170,1961,"3",13.60776,"near_rottnest",-32.0125310038696,"fish.size","pre","pre",-7.2400580290705,7.2400580290705,"nearshore",c(115.482858203312, -32.0125310038696)
"171",171,1961,"3",15.87572,"near_rottnest",-31.9792362659314,"fish.size","pre","pre",-27.9599304199219,27.9599304199219,"inshore_demersal",c(115.471374885263, -31.9792362659314)
"172",172,1961,"4",9.07184,"nearshore_south",-32.1978523876003,"fish.size","pre","pre",-21.1569900512695,21.1569900512695,"inshore_demersal",c(115.628105387689, -32.1978523876003)
"173",173,1961,"4",16.329312,"offshore_north",-31.8468785613841,"fish.size","pre","pre",-39.7423782348633,39.7423782348633,"inshore_demersal",c(115.49702624035, -31.8468785613841)
"174",174,1961,"4",4.53592,"offshore_north",-31.8932941599174,"fish.size","pre","pre",-33.0814933776855,33.0814933776855,"inshore_demersal",c(115.59162510908, -31.8932941599174)
"175",175,1961,"4",6.80388,"near_rottnest",-32.0125310038696,"fish.size","pre","pre",-8.87175571545959,8.87175571545959,"nearshore",c(115.482858203312, -32.0125310038696)
"176",176,1961,"5",4.53592,"offshore_south",-32.3324399175498,"fish.size","pre","pre",-37.6925621032715,37.6925621032715,"inshore_demersal",c(115.51090664247, -32.3324399175498)
"177",177,1961,"5",8.164656,"nearshore_north",-31.8315921743211,"fish.size","pre","pre",-17.6626930236816,17.6626930236816,"nearshore",c(115.680748247684, -31.8315921743211)
"178",178,1961,"5",9.979024,"nearshore_north",-31.8315921743211,"fish.size","pre","pre",-17.6626930236816,17.6626930236816,"nearshore",c(115.680748247684, -31.8315921743211)
"179",179,1961,"5",11.566596,"nearshore_north",-31.8315921743211,"fish.size","pre","pre",-17.6626930236816,17.6626930236816,"nearshore",c(115.680748247684, -31.8315921743211)
"180",180,1961,"5",16.782904,"near_rottnest",-32.0125310038696,"fish.size","pre","pre",-5.97128287889063,5.97128287889063,"nearshore",c(115.482858203312, -32.0125310038696)
"181",181,1961,"6",13.60776,"offshore_south",-32.0417363931142,"fish.size","pre","pre",-119.034767150879,119.034767150879,"inshore_demersal",c(115.305158822882, -32.0417363931142)
"182",182,1961,"7",18.14368,"near_rottnest",-32.0125310038696,"fish.size","pre","pre",-3.41483356803656,3.41483356803656,"nearshore",c(115.482858203312, -32.0125310038696)
"183",183,1961,"10",18.597272,"offshore_north",-31.8694269775461,"fish.size","pre","pre",-41.6750869750977,41.6750869750977,"inshore_demersal",c(115.387089952929, -31.8694269775461)
"184",184,1961,"10",13.154168,"near_rottnest",-31.9678624702071,"fish.size","pre","pre",-28.0145378112793,28.0145378112793,"inshore_demersal",c(115.510051595647, -31.9678624702071)
"185",185,1961,"10",15.87572,"near_rottnest",-32.0125310038696,"fish.size","pre","pre",-5.63709252886474,5.63709252886474,"nearshore",c(115.482858203312, -32.0125310038696)
"186",186,1961,"11",14.514944,"nearshore_south",-32.0556331169244,"fish.size","pre","pre",-5.25950527191162,5.25950527191162,"nearshore",c(115.626279297433, -32.0556331169244)
"187",187,1961,"11",16.782904,"near_rottnest",-32.0125310038696,"fish.size","pre","pre",-7.3338366933167,7.3338366933167,"nearshore",c(115.482858203312, -32.0125310038696)
"188",188,1961,"12",9.07184,"offshore_north",-31.9265867096722,"fish.size","pre","pre",-40.5894966125488,40.5894966125488,"inshore_demersal",c(115.470533172585, -31.9265867096722)
"189",189,1961,"12",9.07184,"nearshore_north",-31.8315921743211,"fish.size","pre","pre",-17.6626930236816,17.6626930236816,"nearshore",c(115.680748247684, -31.8315921743211)
"190",190,1961,"12",17.236496,"nearshore_south",-32.3017944054563,"fish.size","pre","pre",-20.8652992248535,20.8652992248535,"inshore_demersal",c(115.654545178023, -32.3017944054563)
"191",191,1961,"12",9.07184,"near_rottnest",-32.0125310038696,"fish.size","pre","pre",-2.86846302449703,2.86846302449703,"nearshore",c(115.482858203312, -32.0125310038696)
"192",192,1961,"12",12.246984,"offshore_north",-31.905656572819,"fish.size","pre","pre",-34.7099914550781,34.7099914550781,"inshore_demersal",c(115.521325192804, -31.905656572819)
"193",193,1962,"1",9.979024,"nearshore_south",-32.0876655103155,"fish.size","pre","pre",-9.04933071136475,9.04933071136475,"nearshore",c(115.65216521063, -32.0876655103155)
"194",194,1962,"1",3.40194,"nearshore_north",-31.8315921743211,"fish.size","pre","pre",-17.6626930236816,17.6626930236816,"nearshore",c(115.680748247684, -31.8315921743211)
"195",195,1962,"1",3.40194,"nearshore_north",-31.8315921743211,"fish.size","pre","pre",-17.6626930236816,17.6626930236816,"nearshore",c(115.680748247684, -31.8315921743211)
"196",196,1962,"1",11.3398,"nearshore_north",-31.8315921743211,"fish.size","pre","pre",-17.6626930236816,17.6626930236816,"nearshore",c(115.680748247684, -31.8315921743211)
"197",197,1962,"1",15.87572,"nearshore_north",-31.8315921743211,"fish.size","pre","pre",-17.6626930236816,17.6626930236816,"nearshore",c(115.680748247684, -31.8315921743211)
"198",198,1962,"1",17.690088,"nearshore_north",-31.8315921743211,"fish.size","pre","pre",-17.6626930236816,17.6626930236816,"nearshore",c(115.680748247684, -31.8315921743211)
"199",199,1962,"1",17.690088,"nearshore_north",-31.8315921743211,"fish.size","pre","pre",-17.6626930236816,17.6626930236816,"nearshore",c(115.680748247684, -31.8315921743211)
"200",200,1962,"2",14.514944,"offshore_north",-31.9257076249583,"fish.size","pre","pre",-40.5894966125488,40.5894966125488,"inshore_demersal",c(115.471292470209, -31.9257076249583)
"201",201,1962,"2",7.711064,"near_rottnest",-32.0125310038696,"fish.size","pre","pre",-8.64305224269629,8.64305224269629,"nearshore",c(115.482858203312, -32.0125310038696)
"202",202,1962,"3",11.3398,"near_rottnest",-32.0125310038696,"fish.size","pre","pre",-5.14585139229894,5.14585139229894,"nearshore",c(115.482858203312, -32.0125310038696)
"203",203,1962,"3",16.782904,"near_rottnest",-32.0125310038696,"fish.size","pre","pre",-3.11724727414548,3.11724727414548,"nearshore",c(115.482858203312, -32.0125310038696)
"204",204,1962,"4",3.855532,"nearshore_north",-31.8315921743211,"fish.size","pre","pre",-17.6626930236816,17.6626930236816,"nearshore",c(115.680748247684, -31.8315921743211)
"205",205,1962,"4",15.422128,"nearshore_north",-31.8315921743211,"fish.size","pre","pre",-17.6626930236816,17.6626930236816,"nearshore",c(115.680748247684, -31.8315921743211)
"206",206,1963,"1",12.246984,"nearshore_north",-31.8242563082652,"fish.size","pre","pre",-13.8498382568359,13.8498382568359,"nearshore",c(115.696520497682, -31.8242563082652)
"207",207,1963,"1",16.329312,"nearshore_north",-31.8242563082652,"fish.size","pre","pre",-13.8498382568359,13.8498382568359,"nearshore",c(115.696520497682, -31.8242563082652)
"208",208,1963,"1",8.164656,"nearshore_north",-31.8315921743211,"fish.size","pre","pre",-17.6626930236816,17.6626930236816,"nearshore",c(115.680748247684, -31.8315921743211)
"209",209,1963,"1",10.886208,"nearshore_north",-31.8315921743211,"fish.size","pre","pre",-17.6626930236816,17.6626930236816,"nearshore",c(115.680748247684, -31.8315921743211)
"210",210,1963,"1",8.164656,"offshore_north",-31.9574542295723,"fish.size","pre","pre",-44.8938636779785,44.8938636779785,"inshore_demersal",c(115.428585267778, -31.9574542295723)
"211",211,1963,"1",14.061352,"nearshore_south",-32.1812378609949,"fish.size","pre","pre",-9.57818984985352,9.57818984985352,"nearshore",c(115.60599754057, -32.1812378609949)
"212",212,1963,"2",11.3398,"offshore_north",-31.6285399839608,"fish.size","pre","pre",-36.9145889282227,36.9145889282227,"inshore_demersal",c(115.446806412123, -31.6285399839608)
"213",213,1963,"2",11.3398,"offshore_north",-31.8468785613841,"fish.size","pre","pre",-39.7423782348633,39.7423782348633,"inshore_demersal",c(115.49702624035, -31.8468785613841)
"214",214,1963,"3",6.80388,"offshore_north",-32.0215658108117,"fish.size","pre","pre",-86.9397583007812,86.9397583007812,"inshore_demersal",c(115.370555772924, -32.0215658108117)
"215",215,1963,"3",19.504456,"offshore_north",-31.8571717399653,"fish.size","pre","pre",-40.4724388122559,40.4724388122559,"inshore_demersal",c(115.494508725103, -31.8571717399653)
"216",216,1963,"4",15.87572,"offshore_south",-32.4620014897694,"fish.size","pre","pre",-30.8688144683838,30.8688144683838,"inshore_demersal",c(115.547504904816, -32.4620014897694)
"217",217,1963,"4",19.504456,"nearshore_south",-32.0556331169244,"fish.size","pre","pre",-5.25950527191162,5.25950527191162,"nearshore",c(115.626279297433, -32.0556331169244)
"218",218,1963,"6",5.443104,"offshore_south",-32.3324399175498,"fish.size","pre","pre",-37.6925621032715,37.6925621032715,"inshore_demersal",c(115.51090664247, -32.3324399175498)
"219",219,1963,"7",4.53592,"nearshore_south",-32.0876655103155,"fish.size","pre","pre",-9.04933071136475,9.04933071136475,"nearshore",c(115.65216521063, -32.0876655103155)
"220",220,1963,"7",6.80388,"near_rottnest",-32.0245742010837,"fish.size","pre","pre",-44.8584632873535,44.8584632873535,"inshore_demersal",c(115.413819982007, -32.0245742010837)
"221",221,1963,"7",9.525432,"near_rottnest",-32.0125310038696,"fish.size","pre","pre",-8.76200853474438,8.76200853474438,"nearshore",c(115.482858203312, -32.0125310038696)
"222",222,1963,"8",9.07184,"offshore_north",-31.982204486229,"fish.size","pre","pre",-77.0562133789062,77.0562133789062,"inshore_demersal",c(115.37492693035, -31.982204486229)
"223",223,1963,"8",12.700576,"nearshore_south",-32.0922859738881,"fish.size","pre","pre",-7.7692437171936,7.7692437171936,"nearshore",c(115.742077512896, -32.0922859738881)
"224",224,1963,"9",11.3398,"near_rottnest",-32.0125310038696,"fish.size","pre","pre",-7.06495531089604,7.06495531089604,"nearshore",c(115.482858203312, -32.0125310038696)
"225",225,1963,"9",8.164656,"near_rottnest",-32.0125310038696,"fish.size","pre","pre",-6.5390522107482,6.5390522107482,"nearshore",c(115.482858203312, -32.0125310038696)
"226",226,1963,"10",11.3398,"offshore_north",-31.7714296303661,"fish.size","pre","pre",-32.1146202087402,32.1146202087402,"inshore_demersal",c(115.607447250015, -31.7714296303661)
"227",227,1963,"10",7.257472,"offshore_north",-31.7933430038784,"fish.size","pre","pre",-34.4699211120605,34.4699211120605,"inshore_demersal",c(115.577230321326, -31.7933430038784)
"228",228,1963,"10",4.082328,"nearshore_north",-31.8315921743211,"fish.size","pre","pre",-17.6626930236816,17.6626930236816,"nearshore",c(115.680748247684, -31.8315921743211)
"229",229,1963,"10",9.979024,"nearshore_north",-31.8315921743211,"fish.size","pre","pre",-17.6626930236816,17.6626930236816,"nearshore",c(115.680748247684, -31.8315921743211)
"230",230,1963,"10",9.07184,"nearshore_north",-31.8916489447231,"fish.size","pre","pre",-14.5154075622559,14.5154075622559,"nearshore",c(115.707778998506, -31.8916489447231)
"231",231,1963,"10",11.3398,"near_rottnest",-32.0125310038696,"fish.size","pre","pre",-4.52167164720595,4.52167164720595,"nearshore",c(115.482858203312, -32.0125310038696)
"232",232,1963,"10",4.989512,"near_rottnest",-31.9573365764646,"fish.size","pre","pre",-41.3541030883789,41.3541030883789,"inshore_demersal",c(115.475975802622, -31.9573365764646)
"233",233,1963,"11",3.628736,"near_rottnest",-31.9573365764646,"fish.size","pre","pre",-41.3541030883789,41.3541030883789,"inshore_demersal",c(115.475975802622, -31.9573365764646)
"234",234,1963,"12",11.3398,"nearshore_south",-32.4527596560628,"fish.size","pre","pre",-6.27202272415161,6.27202272415161,"nearshore",c(115.662358855618, -32.4527596560628)
"235",235,1963,"12",6.350288,"nearshore_north",-31.9874079620494,"fish.size","pre","pre",-16.1263332366943,16.1263332366943,"nearshore",c(115.649876039345, -31.9874079620494)
"236",236,1964,"1",14.514944,"nearshore_south",-32.1978523876003,"fish.size","pre","pre",-21.1569900512695,21.1569900512695,"inshore_demersal",c(115.628105387689, -32.1978523876003)
"237",237,1964,"1",4.53592,"nearshore_north",-31.8315921743211,"fish.size","pre","pre",-17.6626930236816,17.6626930236816,"nearshore",c(115.680748247684, -31.8315921743211)
"238",238,1964,"2",6.350288,"near_rottnest",-31.9792362659314,"fish.size","pre","pre",-27.9599304199219,27.9599304199219,"inshore_demersal",c(115.471374885263, -31.9792362659314)
"239",239,1964,"2",3.628736,"nearshore_north",-31.8315921743211,"fish.size","pre","pre",-17.6626930236816,17.6626930236816,"nearshore",c(115.680748247684, -31.8315921743211)
"240",240,1964,"2",8.164656,"nearshore_north",-31.8315921743211,"fish.size","pre","pre",-17.6626930236816,17.6626930236816,"nearshore",c(115.680748247684, -31.8315921743211)
"241",241,1964,"2",11.566596,"nearshore_north",-31.8315921743211,"fish.size","pre","pre",-17.6626930236816,17.6626930236816,"nearshore",c(115.680748247684, -31.8315921743211)
"242",242,1964,"2",13.834556,"nearshore_north",-31.8315921743211,"fish.size","pre","pre",-17.6626930236816,17.6626930236816,"nearshore",c(115.680748247684, -31.8315921743211)
"243",243,1964,"2",15.87572,"near_rottnest",-32.0125310038696,"fish.size","pre","pre",-7.01554283313453,7.01554283313453,"nearshore",c(115.482858203312, -32.0125310038696)
"244",244,1964,"3",12.700576,"nearshore_north",-31.8315921743211,"fish.size","pre","pre",-17.6626930236816,17.6626930236816,"nearshore",c(115.680748247684, -31.8315921743211)
"245",245,1964,"3",9.07184,"near_rottnest",-32.0125310038696,"fish.size","pre","pre",-5.87524946406484,5.87524946406484,"nearshore",c(115.482858203312, -32.0125310038696)
"246",246,1964,"3",3.175144,"nearshore_south",-32.0876655103155,"fish.size","pre","pre",-9.04933071136475,9.04933071136475,"nearshore",c(115.65216521063, -32.0876655103155)
"247",247,1964,"3",8.618248,"nearshore_north",-31.8315921743211,"fish.size","pre","pre",-17.6626930236816,17.6626930236816,"nearshore",c(115.680748247684, -31.8315921743211)
"248",248,1964,"3",9.979024,"near_rottnest",-32.0245742010837,"fish.size","pre","pre",-44.8584632873535,44.8584632873535,"inshore_demersal",c(115.413819982007, -32.0245742010837)
"249",249,1964,"4",10.886208,"near_rottnest",-31.9678624702071,"fish.size","pre","pre",-28.0145378112793,28.0145378112793,"inshore_demersal",c(115.510051595647, -31.9678624702071)
"250",250,1964,"4",9.07184,"nearshore_north",-31.8315921743211,"fish.size","pre","pre",-17.6626930236816,17.6626930236816,"nearshore",c(115.680748247684, -31.8315921743211)
"251",251,1964,"4",8.164656,"near_rottnest",-32.0125310038696,"fish.size","pre","pre",-7.52819420211017,7.52819420211017,"nearshore",c(115.482858203312, -32.0125310038696)
"252",252,1964,"5",7.257472,"near_rottnest",-32.0722889992411,"fish.size","pre","pre",-43.9242744445801,43.9242744445801,"inshore_demersal",c(115.490977404601, -32.0722889992411)
"253",253,1964,"5",17,"near_rottnest",-32.0722889992411,"fish.size","pre","pre",-43.9242744445801,43.9242744445801,"inshore_demersal",c(115.490977404601, -32.0722889992411)
"254",254,1964,"5",11.3398,"near_rottnest",-32.0125310038696,"fish.size","pre","pre",-3.12819600664079,3.12819600664079,"nearshore",c(115.482858203312, -32.0125310038696)
"255",255,1964,"7",6.350288,"near_rottnest",-32.0125310038696,"fish.size","pre","pre",-2.4402319919318,2.4402319919318,"nearshore",c(115.482858203312, -32.0125310038696)
"256",256,1964,"8",11.3398,"near_rottnest",-32.0125310038696,"fish.size","pre","pre",-9.47300654090941,9.47300654090941,"nearshore",c(115.482858203312, -32.0125310038696)
"257",257,1964,"8",19.050864,"nearshore_south",-32.0556331169244,"fish.size","pre","pre",-5.25950527191162,5.25950527191162,"nearshore",c(115.626279297433, -32.0556331169244)
"258",258,1964,"9",15.87572,"near_rottnest",-32.0125310038696,"fish.size","pre","pre",-6.85982677899301,6.85982677899301,"nearshore",c(115.482858203312, -32.0125310038696)
"259",259,1964,"9",4.53592,"near_rottnest",-31.9573365764646,"fish.size","pre","pre",-41.3541030883789,41.3541030883789,"inshore_demersal",c(115.475975802622, -31.9573365764646)
"260",260,1964,"10",13.60776,"offshore_north",-31.8656568329443,"fish.size","pre","pre",-41.3437385559082,41.3437385559082,"inshore_demersal",c(115.492864504988, -31.8656568329443)
"261",261,1964,"11",8.618248,"near_rottnest",-32.0245742010837,"fish.size","pre","pre",-44.8584632873535,44.8584632873535,"inshore_demersal",c(115.413819982007, -32.0245742010837)
"262",262,1964,"11",5.443104,"near_rottnest",-32.0125310038696,"fish.size","pre","pre",-7.74613261036575,7.74613261036575,"nearshore",c(115.482858203312, -32.0125310038696)
"263",263,1964,"11",9.07184,"offshore_south",-32.3222244496165,"fish.size","pre","pre",-43.325382232666,43.325382232666,"inshore_demersal",c(115.318123808309, -32.3222244496165)
"264",264,1964,"11",7.257472,"near_rottnest",-32.0722889992411,"fish.size","pre","pre",-43.9242744445801,43.9242744445801,"inshore_demersal",c(115.490977404601, -32.0722889992411)
"265",265,1964,"11",7.711064,"near_rottnest",-32.0722889992411,"fish.size","pre","pre",-43.9242744445801,43.9242744445801,"inshore_demersal",c(115.490977404601, -32.0722889992411)
"266",266,1965,"1",9.07184,"offshore_north",-31.9328768973867,"fish.size","pre","pre",-74.7646713256836,74.7646713256836,"inshore_demersal",c(115.365193305557, -31.9328768973867)
"267",267,1965,"1",8.391452,"near_rottnest",-32.0125310038696,"fish.size","pre","pre",-6.41954510100186,6.41954510100186,"nearshore",c(115.482858203312, -32.0125310038696)
"268",268,1965,"1",9.979024,"near_rottnest",-32.0125310038696,"fish.size","pre","pre",-7.86636835336685,7.86636835336685,"nearshore",c(115.482858203312, -32.0125310038696)
"269",269,1965,"1",11.793392,"near_rottnest",-31.9635373803774,"fish.size","pre","pre",-45.4494400024414,45.4494400024414,"inshore_demersal",c(115.450820053755, -31.9635373803774)
"270",270,1965,"1",12.700576,"offshore_north",-31.982204486229,"fish.size","pre","pre",-77.0562133789062,77.0562133789062,"inshore_demersal",c(115.37492693035, -31.982204486229)
"271",271,1965,"2",5.443104,"nearshore_north",-31.8315921743211,"fish.size","pre","pre",-17.6626930236816,17.6626930236816,"nearshore",c(115.680748247684, -31.8315921743211)
"272",272,1965,"2",5.443104,"nearshore_north",-31.8315921743211,"fish.size","pre","pre",-17.6626930236816,17.6626930236816,"nearshore",c(115.680748247684, -31.8315921743211)
"273",273,1965,"3",13.60776,"nearshore_north",-31.8315921743211,"fish.size","pre","pre",-17.6626930236816,17.6626930236816,"nearshore",c(115.680748247684, -31.8315921743211)
"274",274,1965,"3",9.07184,"near_rottnest",-32.0351281033468,"fish.size","pre","pre",-32.4195327758789,32.4195327758789,"inshore_demersal",c(115.505016063826, -32.0351281033468)
"275",275,1965,"4",11.3398,"near_rottnest",-32.0722889992411,"fish.size","pre","pre",-43.9242744445801,43.9242744445801,"inshore_demersal",c(115.490977404601, -32.0722889992411)
"276",276,1965,"5",11.793392,"nearshore_south",-32.1812378609949,"fish.size","pre","pre",-9.57818984985352,9.57818984985352,"nearshore",c(115.60599754057, -32.1812378609949)
"277",277,1965,"5",22.6796,"nearshore_south",-32.2914006771801,"fish.size","pre","pre",-10.8401908874512,10.8401908874512,"nearshore",c(115.679360012118, -32.2914006771801)
"278",278,1965,"8",9.07184,"offshore_north",-31.7933430038784,"fish.size","pre","pre",-34.4699211120605,34.4699211120605,"inshore_demersal",c(115.577230321326, -31.7933430038784)
"279",279,1965,"8",14.061352,"offshore_north",-31.7933430038784,"fish.size","pre","pre",-34.4699211120605,34.4699211120605,"inshore_demersal",c(115.577230321326, -31.7933430038784)
"280",280,1965,"9",11.3398,"nearshore_north",-31.8315921743211,"fish.size","pre","pre",-17.6626930236816,17.6626930236816,"nearshore",c(115.680748247684, -31.8315921743211)
"281",281,1965,"9",14.514944,"nearshore_north",-31.8315921743211,"fish.size","pre","pre",-17.6626930236816,17.6626930236816,"nearshore",c(115.680748247684, -31.8315921743211)
"282",282,1965,"9",9.07184,"near_rottnest",-32.0245742010837,"fish.size","pre","pre",-44.8584632873535,44.8584632873535,"inshore_demersal",c(115.413819982007, -32.0245742010837)
"283",283,1965,"9",13.60776,"near_rottnest",-31.9714222119822,"fish.size","pre","pre",-33.6016311645508,33.6016311645508,"inshore_demersal",c(115.494615498773, -31.9714222119822)
"284",284,1965,"10",15.87572,"near_rottnest",-31.9905824123788,"fish.size","pre","pre",-6.18440818786621,6.18440818786621,"nearshore",c(115.561623087936, -31.9905824123788)
"285",285,1965,"10",3.628736,"nearshore_north",-31.8315921743211,"fish.size","pre","pre",-17.6626930236816,17.6626930236816,"nearshore",c(115.680748247684, -31.8315921743211)
"286",286,1965,"10",11.3398,"nearshore_north",-31.8315921743211,"fish.size","pre","pre",-17.6626930236816,17.6626930236816,"nearshore",c(115.680748247684, -31.8315921743211)
"287",287,1965,"10",13.60776,"nearshore_north",-31.8315921743211,"fish.size","pre","pre",-17.6626930236816,17.6626930236816,"nearshore",c(115.680748247684, -31.8315921743211)
"288",288,1965,"10",14.514944,"near_rottnest",-32.0125310038696,"fish.size","pre","pre",-8.1198612768203,8.1198612768203,"nearshore",c(115.482858203312, -32.0125310038696)
"289",289,1965,"10",17.690088,"nearshore_north",-31.8315921743211,"fish.size","pre","pre",-17.6626930236816,17.6626930236816,"nearshore",c(115.680748247684, -31.8315921743211)
"290",290,1965,"10",16.782904,"near_rottnest",-32.0245742010837,"fish.size","pre","pre",-44.8584632873535,44.8584632873535,"inshore_demersal",c(115.413819982007, -32.0245742010837)
"291",291,1965,"11",9.07184,"nearshore_north",-31.8315921743211,"fish.size","pre","pre",-17.6626930236816,17.6626930236816,"nearshore",c(115.680748247684, -31.8315921743211)
"292",292,1965,"11",13.60776,"near_rottnest",-32.0125310038696,"fish.size","pre","pre",-7.32348156534135,7.32348156534135,"nearshore",c(115.482858203312, -32.0125310038696)
"293",293,1965,"11",5.896696,"nearshore_north",-31.8315921743211,"fish.size","pre","pre",-17.6626930236816,17.6626930236816,"nearshore",c(115.680748247684, -31.8315921743211)
"294",294,1965,"11",13.154168,"nearshore_north",-31.8315921743211,"fish.size","pre","pre",-17.6626930236816,17.6626930236816,"nearshore",c(115.680748247684, -31.8315921743211)
"295",295,1965,"12",12.700576,"near_rottnest",-32.0125310038696,"fish.size","pre","pre",-8.64305224269629,8.64305224269629,"nearshore",c(115.482858203312, -32.0125310038696)
"296",296,1966,"1",19.504456,"nearshore_north",-31.8315921743211,"fish.size","pre","pre",-17.6626930236816,17.6626930236816,"nearshore",c(115.680748247684, -31.8315921743211)
"297",297,1966,"1",12.700576,"nearshore_north",-31.8315921743211,"fish.size","pre","pre",-17.6626930236816,17.6626930236816,"nearshore",c(115.680748247684, -31.8315921743211)
"298",298,1966,"1",10.432616,"near_rottnest",-32.0125310038696,"fish.size","pre","pre",-7.4506463278085,7.4506463278085,"nearshore",c(115.482858203312, -32.0125310038696)
"299",299,1966,"2",14.514944,"near_rottnest",-32.0125310038696,"fish.size","pre","pre",-7.41028756089509,7.41028756089509,"nearshore",c(115.482858203312, -32.0125310038696)
"300",300,1966,"3",15.87572,"nearshore_north",-31.8315921743211,"fish.size","pre","pre",-17.6626930236816,17.6626930236816,"nearshore",c(115.680748247684, -31.8315921743211)
"301",301,1966,"3",13.60776,"nearshore_north",-31.8315921743211,"fish.size","pre","pre",-17.6626930236816,17.6626930236816,"nearshore",c(115.680748247684, -31.8315921743211)
"302",302,1966,"3",16.556108,"nearshore_north",-31.8315921743211,"fish.size","pre","pre",-17.6626930236816,17.6626930236816,"nearshore",c(115.680748247684, -31.8315921743211)
"303",303,1966,"3",16.782904,"nearshore_north",-31.8315921743211,"fish.size","pre","pre",-17.6626930236816,17.6626930236816,"nearshore",c(115.680748247684, -31.8315921743211)
"304",304,1966,"6",21.999212,"near_rottnest",-32.0222346465847,"fish.size","pre","pre",-9.7338695526123,9.7338695526123,"nearshore",c(115.478666881314, -32.0222346465847)
"305",305,1966,"7",11.3398,"nearshore_north",-31.8315921743211,"fish.size","pre","pre",-17.6626930236816,17.6626930236816,"nearshore",c(115.680748247684, -31.8315921743211)
"306",306,1966,"8",14.514944,"nearshore_north",-31.8315921743211,"fish.size","pre","pre",-17.6626930236816,17.6626930236816,"nearshore",c(115.680748247684, -31.8315921743211)
"307",307,1966,"8",12.700576,"near_rottnest",-32.0278492342063,"fish.size","pre","pre",-6.21626710891724,6.21626710891724,"nearshore",c(115.454041312157, -32.0278492342063)
"308",308,1966,"8",15.87572,"near_rottnest",-31.9573365764646,"fish.size","pre","pre",-41.3541030883789,41.3541030883789,"inshore_demersal",c(115.475975802622, -31.9573365764646)
"309",309,1966,"8",8.164656,"near_rottnest",-32.0245742010837,"fish.size","pre","pre",-44.8584632873535,44.8584632873535,"inshore_demersal",c(115.413819982007, -32.0245742010837)
"310",310,1966,"9",12.700576,"near_rottnest",-31.9573365764646,"fish.size","pre","pre",-41.3541030883789,41.3541030883789,"inshore_demersal",c(115.475975802622, -31.9573365764646)
"311",311,1966,"10",12.700576,"offshore_north",-31.982204486229,"fish.size","pre","pre",-77.0562133789062,77.0562133789062,"inshore_demersal",c(115.37492693035, -31.982204486229)
"312",312,1966,"10",14.968536,"nearshore_south",-32.1812378609949,"fish.size","pre","pre",-9.57818984985352,9.57818984985352,"nearshore",c(115.60599754057, -32.1812378609949)
"313",313,1966,"10",19.504456,"nearshore_south",-32.1812378609949,"fish.size","pre","pre",-9.57818984985352,9.57818984985352,"nearshore",c(115.60599754057, -32.1812378609949)
"314",314,1966,"11",13.60776,"offshore_north",-31.656365971268,"fish.size","pre","pre",-37.4035720825195,37.4035720825195,"inshore_demersal",c(115.300104805472, -31.656365971268)
