"iteration","deviance_explained","aic","s_yyyy_p_value"
143,0.235239769931992,18023.7057899494,0
144,0.232329779466515,18007.120289212,0
145,0.227987831329687,18002.58683667,0
146,0.219498013413233,18070.1119820279,0
147,0.228560777520164,18027.0750794533,0
148,0.246998799901927,18029.0062798322,0
149,0.227424349355496,18033.1412401865,0
150,0.240735890786208,18064.0084146485,0
151,0.221420527424441,18075.9967648247,0
152,0.235741071372328,18021.6331956868,0
153,0.253391317093029,18069.1589411073,0
154,0.237177275711771,18029.6899903579,0
155,0.2278738288442,18033.6985926592,0
156,0.227927699532811,18052.5781017615,0
157,0.227540266062107,18033.5397982217,0
158,0.246471673985399,18048.7834253755,0
159,0.232108647467737,18071.8675016958,0
160,0.239673275203139,18064.2682558234,0
161,0.227292428657262,18061.6693387578,0
162,0.23975154566875,18031.9286396283,0
163,0.241129136044469,18004.4728335186,0
164,0.237811238370896,18026.1650507768,0
165,0.247277933114558,18019.3196798692,0
166,0.229019853806786,18029.0804550938,0
167,0.23591698919283,18047.6756853241,0
168,0.231250069990899,17977.071342252,0
169,0.235629973551259,18036.8993767751,0
170,0.237060222778693,18089.7531143638,0
171,0.255603541135622,18046.9613262742,0
172,0.248655599386834,18060.3176949063,0
173,0.241258734115677,18039.2678637363,0
174,0.243326449861025,18041.4442255273,0
175,0.239011763851442,18041.694582682,0
176,0.229707761845144,18093.2322584686,0
177,0.240770052649129,18002.413700125,0
178,0.228327171512233,18036.8070666771,0
179,0.229784845559729,18038.4745828742,0
180,0.220577189964317,18011.6648953827,0
181,0.231467598971781,18038.8261295209,0
182,0.238287098796135,18034.5502088992,0
183,0.232647752911784,18037.9870501061,0
184,0.254536869505311,17998.9256454462,0
185,0.234496195838087,18028.6610305821,0
186,0.242331911964224,18010.0489138112,0
187,0.236822573708871,18033.8408286738,0
188,0.233362783055739,18047.9447948883,0
189,0.239093416923238,18036.6407131963,0
190,0.237298586427624,18022.1657383492,0
191,0.241270375328256,18005.0460524761,0
192,0.240706143336737,18035.4697021203,0
193,0.250910598858025,18055.6361465483,0
194,0.230962855822649,18064.9613562661,0
195,0.238004326016715,18028.1447255357,0
196,0.226989554869896,18022.481038633,0
197,0.226120171302929,18057.9268239793,0
198,0.250057600763492,18039.4419365775,0
199,0.224333706036942,18017.4973655042,0
200,0.243059246930119,18045.0812332982,0
201,0.24096939399031,18015.679494808,0
202,0.227297990178708,18040.953741603,0
203,0.221653137924797,18068.1465995799,0
204,0.239603891212169,18054.8704496214,0
205,0.226306192191315,18052.9736510926,0
206,0.227944357109587,18074.9949908524,0
207,0.23927997773444,18016.6822549144,0
208,0.239416334802954,18023.7027454322,0
209,0.224435815390067,18052.12822146,0
210,0.237952778888729,18033.1592627534,0
211,0.239434934990981,18059.9445980675,0
212,0.235256369187859,18079.6923635971,0
213,0.245851852111825,18063.4489105067,0
214,0.231088016856934,18078.8620421545,0
215,0.230012722378762,18086.6590916176,0
216,0.219751263238504,18047.8124303311,0
217,0.23411631892102,18032.6578551822,0
218,0.232332340350343,18014.0782150315,0
219,0.238963186149321,18076.388410368,0
220,0.230802969688833,18039.7413100357,0
221,0.230156272528837,18066.8639248006,0
222,0.241335958606659,18072.8030822996,0
223,0.231927603436241,18043.7657131334,0
224,0.232166953050721,18077.8564855993,0
225,0.232287431469307,18046.1067598518,0
226,0.226629290866374,18085.8688790066,0
227,0.240965189008704,18023.9338986522,0
228,0.231778597359608,18063.8388700823,0
229,0.23656301384013,18049.5479395544,0
230,0.235012008275552,18063.1274264931,0
231,0.241035888420529,18024.6100529551,0
232,0.23476452950991,18049.4467438806,0
233,0.235882943272669,18024.8144709628,0
234,0.248486466529355,18082.7266713095,0
235,0.247029199306659,18006.112598484,0
236,0.249436923191942,18008.0221725484,0
237,0.239727496807732,18100.8481469363,0
238,0.23417548633758,18067.6066851017,0
239,0.233049811584385,18040.4295221605,0
240,0.236506304122216,18058.0115084558,0
241,0.23044206380604,18039.0477639527,0
242,0.235381175608495,18079.2529236045,0
243,0.217689317566009,18063.3745247534,0
244,0.239135057652393,18062.60006337,0
245,0.243189146886777,18042.4671824164,0
246,0.229049867354579,18043.1866757406,0
247,0.237173188962295,18048.6310885119,0
248,0.238737187141725,18044.9148347812,0
249,0.232310328504656,18059.0146462874,0
250,0.234049665600587,18045.8507292173,0
251,0.242080567802394,18020.8242253683,0
252,0.24332121282139,18068.5385767298,0
253,0.240733699024391,18035.4207637348,0
254,0.232011770714461,18073.2624383283,0
255,0.238193630155748,18047.4878685957,0
256,0.240941650057194,18049.3929727791,0
257,0.236067009873618,18081.3153274526,0
258,0.232119001931812,18037.6290266913,0
259,0.238470114625196,18043.0996800557,0
260,0.234185656096366,18029.4193648411,0
261,0.255128461677895,18007.5207889979,0
262,0.229047045443364,18070.24999468,0
263,0.237461028239999,17988.925285856,0
264,0.230699683582934,18088.1495644039,0
265,0.223558032094235,18036.6141977958,0
266,0.224558951388146,18070.5351778044,0
267,0.245333813415277,18018.0999085805,0
268,0.241887121030672,18042.5716571749,0
269,0.222117961901056,18066.6905536117,0
270,0.238784955031669,18048.1093575082,0
271,0.240309181232523,18009.8932502463,0
272,0.23168149236741,18036.4332364074,0
273,0.250936223110221,18053.3985164352,0
274,0.236691410337598,18064.3814551387,0
275,0.24686698194908,18030.3544749787,0
276,0.233710280409657,18050.1021331134,0
277,0.233044253240631,18048.8800805643,0
278,0.22381765912923,18047.8434915904,0
279,0.245279617535886,18026.8151122365,0
280,0.23265973553094,18045.2437719337,0
281,0.239105239616662,18049.927147167,0
282,0.254180065273757,18064.3071741589,0
283,0.23864562811145,18034.2333563591,0
284,0.237253203635346,18052.4394020922,0
285,0.230843008527855,18057.7955901298,0
286,0.242053986972232,18033.9029933755,0
287,0.235682741122714,18078.068300754,0
288,0.240038464578107,18085.0597230622,0
289,0.228895911956428,18076.0273420841,0
290,0.236442494818817,18079.1240611332,0
291,0.246205643913714,18054.7437378397,0
292,0.228017177061643,18036.1541111711,0
293,0.235054216135756,18080.1211429949,0
294,0.236921339594311,18036.4752345962,0
295,0.232187174299244,18026.5648760698,0
296,0.229214120754378,18085.7935472379,0
297,0.232385684992342,18072.446819211,0
298,0.238690229187966,18042.9221057021,0
299,0.239329024117597,18048.8908326103,0
300,0.24557399142134,18044.9720575658,0
301,0.240471984727103,18045.0802344266,0
302,0.239604783664818,17998.9973650341,0
303,0.236025246775263,18072.1661541295,0
304,0.243949751860793,18099.3603036894,0
305,0.249795577659905,18010.1612840572,0
306,0.237511475323158,18028.0113824472,0
307,0.242265587403188,18016.3953464119,0
308,0.229925816689668,18020.1727454604,0
309,0.230820881062214,18028.8345643593,0
310,0.239819049605626,18040.1428480976,0
311,0.241134696204137,18048.6087922314,0
312,0.227381064519666,18033.0236035116,0
313,0.227329489893776,18044.2722321287,0
314,0.232648063891047,18034.649241339,0
315,0.214254275682496,18049.4125012873,0
316,0.235067282691866,18026.4894581336,0
317,0.225327657249433,18035.1235138586,0
318,0.23707991201942,18127.8015447296,0
319,0.241729994975297,18024.491433221,0
320,0.226828472679592,18099.907333625,0
321,0.22562098668988,18049.6202689808,0
322,0.233817916738348,18097.1739903298,0
323,0.238453913823208,18034.9722661704,0
324,0.235372104823726,18023.2006819808,0
325,0.226993002117443,18043.4037801272,0
326,0.256999800316482,18042.8271279997,0
327,0.228935128956199,18075.1027661061,0
328,0.230109451157257,18019.8167700756,0
329,0.223175751520128,18043.1855058186,0
330,0.244421168334765,18050.5572623578,0
331,0.229083973994932,18024.3310184981,0
332,0.226022220856969,18069.2173351943,0
333,0.243430828698855,18005.770796527,0
334,0.225700246803577,18068.0212839078,0
335,0.243284388519772,18025.5514228355,0
336,0.244710675086991,18015.8942941711,0
337,0.236697947216982,18034.5084163024,0
338,0.235882867959645,18037.62426725,0
339,0.256928676272042,18025.6429748355,0
340,0.237987578746392,18020.5434114875,0
341,0.242617084713579,18002.112858807,0
342,0.230517873699115,18060.0390789326,0
343,0.243161640280586,18060.5415189068,0
344,0.241327413656263,18055.8871856105,0
345,0.247497101925484,17976.29243742,0
346,0.233282983505519,18061.7787718194,0
347,0.245317544240371,18059.4274761802,0
348,0.235207511207236,18051.4350689566,0
349,0.249446862675867,18011.838935556,0
350,0.241944123559446,18068.2942445459,0
351,0.236954319514707,18067.5250629283,0
352,0.241384809197263,18024.4824663108,0
353,0.233075086839556,18075.2328113634,0
354,0.239859094129275,18063.8371845107,0
355,0.249387769912105,18036.1768274645,0
356,0.229180668025849,18089.7285399907,0
357,0.254436756763562,18027.7620680253,0
358,0.236832024267363,18075.0096958389,0
359,0.24317925163622,18082.9604781954,0
360,0.226801319391704,18047.2531067629,0
361,0.247549224191682,18040.5413939785,0
362,0.233013634411394,18057.207278681,0
363,0.219235178753867,18066.0760621504,0
364,0.233574649237438,18067.5318795172,0
365,0.217417883267546,18059.6980565567,0
366,0.24176269230086,18083.4487125626,0
367,0.234141152698846,18072.0422518667,0
368,0.242218235943664,18030.602315546,0
369,0.229606167483492,18063.1982624183,0
370,0.237142362356493,18044.188020668,0
371,0.242907926965959,18030.0485032282,0
372,0.243493761776073,18011.9486973994,0
373,0.224316363560172,18044.9611261104,0
374,0.241286074393164,18073.4531557418,0
375,0.236426196891751,18010.0053465574,0
376,0.240160004386119,18051.9676947794,0
377,0.24228606881696,18062.4501422934,0
378,0.238889698920276,18029.5215607154,0
379,0.232840866581718,18040.2474511654,0
380,0.248524198481212,18053.7877382368,0
381,0.23046241835292,18061.0101839424,0
382,0.233893310899814,17994.4211615603,0
383,0.227444342305918,18049.6595831059,0
384,0.233378298227481,18024.7651075113,0
385,0.232524243257535,18050.118685315,0
386,0.238212685369345,18048.8897474489,0
387,0.232083144734806,18062.7935032142,0
388,0.242915698514133,18045.0984441105,0
389,0.218864736827204,18077.9251610264,0
390,0.231684187525179,18035.791392878,0
391,0.237300772570899,18060.5668707597,0
392,0.235447365101749,18058.0666719849,0
393,0.243396090056533,18055.3583654755,0
394,0.248944475919445,18037.913000893,0
395,0.242756629651666,18031.3799630006,0
396,0.234031349311862,18054.4878447887,0
397,0.232408394976704,18029.8212266385,0
398,0.240947284589033,18036.4174058638,0
399,0.230113014767284,18073.6601622804,0
400,0.243672234316339,18047.1050060971,0
401,0.236514790951242,18029.0540154856,0
402,0.246803592744761,18033.6145624351,0
403,0.23345057119865,18042.7018792885,0
404,0.226822086860228,18039.5602035672,0
405,0.234092774618799,18065.4461815409,0
406,0.233987241483834,18065.572311167,0
407,0.235945509212032,18061.2282550201,0
408,0.244384560731468,18079.2512722789,0
409,0.239701444178495,18064.3736006176,0
410,0.225208679680308,18081.1033953181,0
411,0.231792458712995,18027.0334871412,0
412,0.232732224277226,18038.1952558017,0
413,0.235301612011528,18067.3898622812,0
414,0.238969331003894,18035.1808453469,0
415,0.233497423956943,18013.6458788631,0
416,0.22743143988804,18099.8354876703,0
417,0.244654139673631,18101.3708029514,0
418,0.226140330723993,18049.4728421654,0
419,0.228383593928614,18048.0819904067,0
420,0.229614972480923,18080.0065411496,0
421,0.247947533052168,18035.8018750975,0
422,0.245378857041859,18022.3242332121,0
423,0.232101984805455,18055.8944340092,0
424,0.239892241937771,18035.8749279786,0
425,0.225944711347576,18067.2424308466,0
426,0.235275275485384,18022.7252164411,0
427,0.231739347512549,18073.9559622568,0
428,0.241845601292166,18041.5519014014,0
429,0.239652695929085,18029.5001084832,0
430,0.225771689959636,18037.2408971893,0
431,0.231539688890225,18060.2598890811,0
432,0.22738845086344,18037.0219213198,0
433,0.229145762811814,18027.7867783313,0
434,0.239196730267928,18056.9874212327,0
435,0.227911822101559,18039.8105466041,0
436,0.244633629200316,18068.8781852457,0
437,0.235620322430902,18045.5149894463,0
438,0.23637398977945,18081.6200135455,0
439,0.233654518925372,18012.2528946321,0
440,0.227495297531084,18070.9555424161,0
441,0.240100315491874,18067.9128647735,0
442,0.229463406103685,18077.5942801387,0
443,0.230086780568417,18072.34528756,0
444,0.234799482042541,18013.2159234659,0
445,0.230960312070573,18089.6427979031,0
446,0.227637776271583,18083.2040737462,0
447,0.22322896028819,18082.7824964911,0
448,0.232446558332527,18034.5761870973,0
449,0.237751602680979,18049.4750464257,0
450,0.229654374673685,18042.3073227348,0
451,0.234987791566283,18058.3913759155,0
452,0.234148070832535,18039.3440102486,0
453,0.226524273711836,18045.3119363336,0
454,0.24180965408565,18050.2147489456,0
455,0.237560952974968,18055.4210051881,0
456,0.225526501931742,18013.9636255039,0
457,0.231345353976251,18091.9124557744,0
458,0.23072469715916,18064.3311586626,0
459,0.219463575035444,18046.1391538776,0
460,0.232530771404554,18076.3039324742,0
461,0.234927721002993,18028.4777626354,0
462,0.234672491395549,18047.2453618682,0
463,0.236604131628312,18024.8100739361,0
464,0.23820154583845,18023.8916780483,0
465,0.240132335035675,18090.0317935678,0
466,0.234356926583589,18037.8933629128,0
467,0.242410300219596,18043.8257505095,0
468,0.247629288076489,18019.1394921531,0
469,0.228139833890735,18058.7882790165,0
470,0.236099133880292,18058.4232916698,0
471,0.236261480195392,18060.1677441127,0
472,0.242002982915708,18066.8772907594,0
473,0.24289474738368,18032.2201102805,0
474,0.241251388828875,18017.3932930899,0
475,0.230313991053332,18093.9014742828,0
476,0.226871554966456,18027.9671734747,0
477,0.244125531136125,18014.2896784554,0
478,0.238410477742622,18044.0460712243,0
479,0.244692853446259,18039.2412304493,0
480,0.232587206643207,18063.0415800057,0
481,0.229416720723643,17991.2391781619,0
482,0.237605952299133,18008.736300546,0
483,0.239005827762909,18064.773891769,0
484,0.236718027159586,18005.4460164932,0
485,0.247864915711716,18005.9196060129,0
486,0.231874363262746,18083.7406603605,0
487,0.235701160521119,18063.4364415393,0
488,0.227892107015246,18066.8855770511,0
489,0.24376879661395,18042.3064564244,0
490,0.232539692861017,18047.7710681547,0
491,0.234287342173781,18073.7109668716,0
492,0.232189554297237,18067.4309831421,0
493,0.229914564586259,18031.224715032,0
494,0.22952064620234,18053.3484241049,0
495,0.239849007171933,18052.3273916378,0
496,0.233863803478289,18074.0281366392,0
497,0.238817002447911,18051.6463656434,0
498,0.232690342389346,18043.4373079777,0
499,0.238686017560387,18046.1787397748,0
500,0.236531858888064,18052.6970170091,0
501,0.232696317569673,18034.439760575,0
502,0.226536893390605,18047.1548236227,0
503,0.247616173893386,18035.308975731,0
504,0.234477059121492,18081.7381084728,0
505,0.227126277391465,18058.0914507148,0
506,0.245978190912824,18044.6379380175,0
507,0.242826551395127,18049.9840514099,0
508,0.226659986254281,18050.1647280303,0
509,0.226313423402365,18083.3342212535,0
510,0.230142912405108,18058.2343761943,0
511,0.240698348154588,18044.5817436687,0
512,0.227211336428366,18046.3920257926,0
513,0.240012891092626,18048.3990208659,0
514,0.231006148524462,18045.8637526632,0
515,0.228051065371793,18037.2973185968,0
516,0.236725473758868,18011.7655863194,0
517,0.2295040484057,18071.0478052795,0
518,0.237312329737711,18047.6849830735,0
519,0.231862210321487,18061.7272247461,0
520,0.232348386347915,18053.1104428872,0
521,0.226444684680718,18076.2805208612,0
522,0.22737819479431,18045.9293934385,0
523,0.235386853212069,18048.0138258503,0
524,0.233684502523722,18026.1682874763,0
525,0.235408357324193,18056.8600072225,0
526,0.238668186839462,18063.2880203725,0
527,0.235106192125775,18034.2916642686,0
528,0.238188482351523,18019.4898918603,0
529,0.253161195374589,18044.921456457,0
530,0.228917987387433,18042.9588253824,0
531,0.240266929716475,18021.8907200399,0
532,0.233844622546248,18079.1347184196,0
533,0.21883977514875,18048.7064208265,0
534,0.227834157315855,18038.6736944676,0
535,0.238382742722039,18058.9970345467,0
536,0.234466454423234,18059.8937373779,0
537,0.251926465303161,18019.9809754728,0
538,0.230412469390248,18041.1492221907,0
539,0.23652336985127,18020.8492305692,0
540,0.245735578971108,18021.1626516503,0
541,0.229007856617163,18043.5387232597,0
542,0.21999626769296,18027.0565065775,0
543,0.228979252859258,18066.7008308496,0
544,0.240721806457094,18040.3087663864,0
545,0.242992768822622,18042.6324244728,0
546,0.24040268622792,18053.8347901201,0
547,0.24726839257194,18022.7281539727,0
548,0.232808607632708,18044.3095495048,0
549,0.234663363880371,18059.3097297072,0
550,0.244010441574326,18048.8272002081,0
551,0.229339845969583,18062.4313595413,0
552,0.23831658519072,18052.9375506279,0
553,0.237496466145702,18023.4889925409,0
554,0.239844734576816,18054.4352054081,0
555,0.245193946137544,18038.1320607217,0
556,0.233470052116395,18053.6956412023,0
557,0.239661356800372,18038.457381061,0
558,0.247404945759954,18035.6533982223,0
559,0.230332548935417,18055.2066169985,0
560,0.226670282838769,18053.4658790942,0
561,0.230303983616586,18032.5035594942,0
562,0.233944208003158,18045.4270769481,0
563,0.230614009135694,18053.9094700951,0
564,0.244415720041002,18036.202539354,0
565,0.240846839551668,18070.5805115625,0
566,0.23872713112519,18036.1464660419,0
567,0.235870247513617,18034.4275405507,0
568,0.225855275739258,18053.3639683082,0
569,0.214013560820434,18080.5079647463,0
570,0.249656772556062,18033.3278261045,0
571,0.239835614857834,18014.0769446625,0
572,0.233203640550165,18028.3035140266,0
573,0.224582638564764,18066.9365117116,0
574,0.241620185115303,18030.4747026143,0
575,0.239693934551262,18054.1550018779,0
576,0.246443143854575,18045.995165562,0
577,0.234109211128017,18053.1231103628,0
578,0.243683821819851,18038.5321618723,0
579,0.242543291925565,18053.333532301,0
580,0.231456990318992,18041.6421103655,0
581,0.228060635085751,18039.8093252478,0
582,0.253242368115551,18028.1060951987,0
583,0.227704321111668,18043.1060173959,0
584,0.230373876876084,18045.1612708981,0
585,0.251251279936972,18046.8306110711,0
586,0.218386198297097,18090.1722803527,0
587,0.240525759190693,18034.3012152087,0
588,0.23619532231774,18071.9500789287,0
589,0.223140521941335,18076.6456175814,0
590,0.225730076929638,18045.9696974948,0
591,0.242992497219196,18051.8583495722,0
592,0.239753468077629,18002.5736927631,0
593,0.245576075249222,18027.6687305117,0
594,0.243738800881486,17995.9137758218,0
595,0.238432339336578,17999.0126640125,0
596,0.243454498012765,18042.6944558736,0
597,0.237655929722446,18039.4349047854,0
598,0.220311454132481,18059.0233552118,0
599,0.235307351845825,18026.5897053507,0
600,0.239611887171929,18054.6505213368,0
601,0.225074439257521,18057.6507215039,0
602,0.23708113367411,18068.5393434028,0
603,0.242510479912321,18030.2957419606,0
604,0.245573584632767,18053.1101664352,0
605,0.238442883388397,18052.8797574883,0
606,0.230157999882086,18040.4261054384,0
607,0.237534429423181,18087.4863952435,0
608,0.22935959649822,17998.4657833823,0
609,0.245180220795783,18065.7697498114,0
610,0.239471373741575,18049.2982230396,0
611,0.230115715465721,18028.216379943,0
612,0.227534376905209,18064.8046305722,0
613,0.237658103851995,18022.8835430216,0
614,0.233819899250182,18022.830222558,0
615,0.240870143781626,18055.6379852205,0
616,0.25132723075227,18040.9443610002,0
617,0.231537477590071,18060.2770605869,0
618,0.235479245430018,18021.3001143906,0
619,0.25394307696437,18081.5969548109,0
620,0.242503567289908,18041.1642349675,0
621,0.245348900606502,18001.311816984,0
622,0.232922434253778,18040.8904621873,0
623,0.247124092292982,18059.6322065756,0
624,0.230717850073234,18108.8853417569,0
625,0.223081186245757,18090.8442158018,0
626,0.236329691329078,18049.7046052808,0
627,0.23948711443376,18038.4364922577,0
628,0.239845233005583,18074.7375745267,0
629,0.237426324696761,18067.5320561303,0
630,0.247324847257784,18023.5814953683,0
631,0.244256287363363,18024.6707227153,0
632,0.244687649754015,18032.6308731654,0
633,0.223785132918799,18036.1948720143,0
634,0.23046454732138,18020.5877313349,0
635,0.230954018545205,18058.8476175571,0
636,0.23421539418606,18042.0520255352,0
637,0.244534767873079,18021.4262574155,0
638,0.233776497436508,18053.2599037795,0
639,0.2348380498424,18055.2668276648,0
640,0.224273635725797,18068.1574371479,0
641,0.225543890344775,18029.5823666861,0
642,0.236893335670307,18041.2108171056,0
643,0.244233262967205,18040.2220743151,0
644,0.248296428916665,18040.9324671958,0
645,0.232788569177608,18059.9740596314,0
646,0.231363912450052,18050.3854434327,0
647,0.234943094497943,18067.5417922942,0
648,0.244924883317096,18030.4023141351,0
649,0.242414353313446,18095.3687145359,0
650,0.22850954872756,18077.2508784682,0
651,0.231932219821605,18038.9889880762,0
652,0.225553178288416,18044.3886048623,0
653,0.241366013560165,18069.3166720461,0
654,0.236480652363748,18010.4301808317,0
655,0.23963079895674,18057.3979362969,0
656,0.229065896170757,18064.2575460042,0
657,0.236110954942838,18064.3336185143,0
658,0.240554571895067,18059.6399477901,0
659,0.226710706691014,18038.280745209,0
660,0.242324467221321,18032.568638058,0
661,0.227520330550918,18075.8367803181,0
662,0.232213203631251,18036.8324425031,0
663,0.238301574948724,18006.0405220361,0
664,0.242345794843909,18022.0027410781,0
665,0.240203916328099,18078.6748904375,0
666,0.233069240550603,18040.2458784635,0
667,0.244640082349538,18045.9043155505,0
668,0.239593436261757,18071.8242620328,0
669,0.239699698115622,18029.7545594276,0
670,0.227960218319782,18023.014959967,0
671,0.229394595245707,18071.3894996012,0
672,0.247726517494317,18017.8015556409,0
673,0.21386278410922,18057.6655412004,0
674,0.250598976742743,18024.6359648275,0
675,0.241871887300001,18026.2830953645,0
676,0.225937324921553,18089.5739268812,0
677,0.225858716696475,18081.7645994254,0
678,0.234942791575165,18048.857568679,0
679,0.231703598997132,18056.6484288541,0
680,0.240370591675365,18053.8460768967,0
681,0.233985265239002,18042.061828082,0
682,0.236572258536127,18004.8256848387,0
683,0.228629569172128,18045.3471069832,0
684,0.244450137199384,18043.0977658517,0
685,0.243462983281936,18067.5312330732,0
686,0.228826530079809,18042.008493312,0
687,0.24680501167665,18059.3658774638,0
688,0.225986199495932,17997.4862041896,0
689,0.22825394564348,18042.7169938522,0
690,0.25039028465302,18037.6354828071,0
691,0.2399385084369,18008.1236056832,0
692,0.237718600066616,18034.7111274215,0
693,0.240970505477965,18045.4645134522,0
694,0.234388368949732,18005.0741224496,0
695,0.227908626398172,18017.7502846841,0
696,0.234941442572292,18049.4511067681,0
697,0.227461867213319,18049.0504952931,0
698,0.230943096716485,18032.0181184283,0
699,0.225488906262568,18022.7493368625,0
700,0.232588008519589,18072.0041389638,0
