"","iteration","deviance_explained","aic","s_distance_p_value","s_yyyyinshore_p_value","s_yyyynearshore_p_value"
"s(distance)595",596,0.159826945064029,4942.48443511499,0.0439123422023087,0,4.33712663500119e-06
"s(distance)596",597,0.168091600859493,4937.02106816999,0.000998291585894928,0,0
"s(distance)597",598,0.158608627987107,4945.34700540594,0.0749526108300113,0,5.3849169864284e-06
"s(distance)598",599,0.160194356314604,4943.00639344124,0.135340500123606,0,0
"s(distance)599",600,0.16085125566345,4943.86068608063,0.0280815367278671,0,5.92857876718922e-05
"s(distance)600",601,0.163567562495424,4941.84501194772,0.0342875984372218,0,2.90317100859472e-06
"s(distance)601",602,0.15726086512095,4946.05272018456,0.049082367784838,0,3.03131277568092e-06
"s(distance)602",603,0.15750174010401,4945.3535257515,0.043366087775734,0,0
"s(distance)603",604,0.156819248571859,4947.43388822816,0.101707882621505,0,2.8535458554968e-06
"s(distance)604",605,0.162918175923523,4941.09670112007,0.0661267845856979,0,4.23882790858698e-05
"s(distance)605",606,0.155413036672508,4948.19689166208,0.113345137588264,0,5.1473724623774e-06
"s(distance)606",607,0.162225650884071,4943.78803421288,0.0249783406017307,0,0
"s(distance)607",608,0.157285217699721,4948.12117724591,0.0473756864461453,0,0
"s(distance)608",609,0.159427579048587,4944.84702454904,0.047655424262976,0,6.17176992229185e-06
"s(distance)609",610,0.162283646308226,4941.54869647199,0.0237557377537843,0,0.000256846676518485
"s(distance)610",611,0.15950787768045,4943.72265804968,0.123914791230059,0,3.73135601933194e-06
"s(distance)611",612,0.160452259947686,4943.80740375878,0.036850314669139,0,0
"s(distance)612",613,0.167731660539494,4935.98625797802,0.0255047644936316,0,0
"s(distance)613",614,0.161547853880758,4943.17079482256,0.0793979566236704,0,1.45671303147799e-05
"s(distance)614",615,0.166037273600312,4940.68012030295,0.00212043882615348,0,0
"s(distance)615",616,0.161455694553123,4942.68714582058,0.0475008490513018,0,6.54421638595637e-05
"s(distance)616",617,0.16061397987551,4944.11843258418,0.0440478071680969,0,4.52509088206821e-05
"s(distance)617",618,0.160934115763756,4943.97064886538,0.023566411446201,0,0
"s(distance)618",619,0.160076185816187,4944.48864267877,0.0775126673427353,0,2.73589698518428e-06
"s(distance)619",620,0.167101920900487,4937.0638342039,0.00728354592193275,0,0.000223140147510792
"s(distance)620",621,0.154904783702441,4948.66652148347,0.107602865539914,0,6.08804426543985e-06
"s(distance)621",622,0.159547148192107,4944.99906844841,0.0146462666758048,0,1.67188556615683e-06
"s(distance)622",623,0.162939825147975,4941.34961014417,0.028301802720443,0,6.74234894471049e-07
"s(distance)623",624,0.17302426668942,4931.4284402094,0.00517626845399671,0,0.00103883569294649
"s(distance)624",625,0.163225603389938,4943.27938932212,0.004233571474071,0,2.28893430848087e-06
"s(distance)625",626,0.166786673334443,4937.06889040043,0.0198732302300274,0,0
"s(distance)626",627,0.157209085467274,4947.1756073325,0.0484233980908882,0,0
"s(distance)627",628,0.169569311707063,4935.33580921449,0.0035403298929077,0,5.4570687485489e-07
"s(distance)628",629,0.159781647406872,4945.15402601672,0.0245841107013777,0,2.04149528892916e-06
"s(distance)629",630,0.166053723356876,4937.93756437215,0.0626881430011564,0,7.77263394868832e-06
"s(distance)630",631,0.162338088052597,4942.62690625485,0.0215611748068287,0,1.71650298064208e-05
"s(distance)631",632,0.160010521414523,4945.1059452633,0.0668252850463836,0,4.20032189635267e-06
"s(distance)632",633,0.159287774179241,4945.01327316631,0.0875566040404757,0,1.21960468690285e-05
"s(distance)633",634,0.161312800142766,4941.87925099407,0.0262094074275257,0,3.72234856371723e-06
"s(distance)634",635,0.167172693886451,4937.69520182143,0.00939858356900569,0,4.02487765818749e-05
"s(distance)635",636,0.169719440570378,4933.77762380478,0.0277585189481667,0,2.36106157164295e-06
"s(distance)636",637,0.160333455142247,4944.14858275449,0.0417794526687486,0,7.45272772793015e-05
"s(distance)637",638,0.15288987210343,4950.42548191827,0.0765733584275353,0,2.11985394293901e-07
"s(distance)638",639,0.161614756684317,4944.46994748308,0.0255827472739527,0,0
"s(distance)639",640,0.163531779729318,4940.99493575782,0.0192645906571002,0,4.41093407384519e-05
"s(distance)640",641,0.162974492432307,4940.19154655321,0.0517507185047056,0,1.24288141944984e-06
"s(distance)641",642,0.168323407413348,4936.2179273699,0.0018416510385757,0,1.19987741287186e-06
"s(distance)642",643,0.158446190703223,4944.10120239247,0.140746764185104,0,9.942053570966e-07
"s(distance)643",644,0.158368760483687,4946.8594493331,0.0204964827922843,0,1.09141451698491e-06
"s(distance)644",645,0.159844927255506,4944.66775048333,0.0192326197494702,0,3.38519041298557e-06
"s(distance)645",646,0.161825524228829,4942.47519633029,0.0874165889946801,0,2.47190896141003e-07
"s(distance)646",647,0.161350120688439,4941.65147383396,0.0861388055527725,0,5.1434788169713e-06
"s(distance)647",648,0.166271402743574,4938.91134243157,0.0166924014432569,0,6.24982717344347e-05
"s(distance)648",649,0.15849651680215,4944.65645954903,0.031499912152897,0,0
"s(distance)649",650,0.164743045881114,4939.4189025859,0.051362168643874,0,0
"s(distance)650",651,0.161842657093396,4941.67591628156,0.0926847506603612,0,0.0002346033218254
"s(distance)651",652,0.163411115288281,4941.85889049799,0.0365549732953124,0,0.000179077279840123
"s(distance)652",653,0.15696843273207,4946.34023347441,0.124284732819132,0,1.1935334324753e-06
"s(distance)653",654,0.164850019511177,4940.88150910692,0.0323139253644452,0,0.000157838895646745
"s(distance)654",655,0.156084321912092,4947.19548575162,0.0811569465552326,0,7.61388406500529e-06
"s(distance)655",656,0.160856351207917,4942.31304597154,0.0798929048062996,0,0
"s(distance)656",657,0.166048388019807,4938.60674698698,0.0191488944380829,0,5.5498698459111e-07
"s(distance)657",658,0.163676240616778,4940.83054553904,0.0148325767582708,0,2.02171250185401e-07
"s(distance)658",659,0.16914641097084,4938.44955253813,0.0321639637821955,0,2.2927967746611e-07
"s(distance)659",660,0.157967953327444,4946.07485585023,0.0354147514902942,0,4.44486231221397e-06
"s(distance)660",661,0.164609063586603,4941.30330884879,0.0187287858677194,0,0
"s(distance)661",662,0.157256720481124,4946.32849343388,0.0320850334473798,0,4.37640426226293e-06
"s(distance)662",663,0.160421800345261,4942.86244185555,0.153559190550825,0,0
"s(distance)663",664,0.161879661922203,4943.8766900226,0.0551782938053136,0,2.34802712051341e-07
"s(distance)664",665,0.157093761362522,4947.36188518665,0.090326079515863,0,7.63366392764198e-07
"s(distance)665",666,0.162499157238898,4941.42080541401,0.0244369975347091,0,6.87010721016623e-05
"s(distance)666",667,0.159168115492468,4944.66143076823,0.0736124026748512,0,3.59217796802591e-05
"s(distance)667",668,0.157187804801075,4946.89703519407,0.0444240528953905,0,7.90467585576327e-06
"s(distance)668",669,0.166454357582723,4939.56858379131,0.0462142322304867,0,0
"s(distance)669",670,0.162421058036966,4941.0559279315,0.0885063910667505,0,0
"s(distance)670",671,0.167863951191584,4938.6623363036,0.00744756834852411,0,1.9650529409776e-06
"s(distance)671",672,0.163690754368119,4942.6815838549,0.00745537892730525,0,1.32935677404911e-06
"s(distance)672",673,0.165715740239987,4936.32118962409,0.0286119512971209,0,6.48967764471653e-06
"s(distance)673",674,0.165785238407461,4939.44059294824,0.0452585856401534,0,0
"s(distance)674",675,0.165297015339172,4939.76757766539,0.0791780947382574,0,5.40085499429188e-05
"s(distance)675",676,0.162988185889515,4941.50022618398,0.0221246568786995,0,1.8581963059261e-05
"s(distance)676",677,0.160126517213536,4944.61716112942,0.0266812966577986,0,4.39863962425902e-06
"s(distance)677",678,0.158239434761516,4943.70771175117,0.0789743024800507,0,7.52009772564399e-07
"s(distance)678",679,0.1588876709507,4945.10160240968,0.10495662539883,0,2.57422852922851e-07
"s(distance)679",680,0.159621502810264,4946.53533224367,0.0153756510886525,0,0
"s(distance)680",681,0.155925943921855,4946.86926434904,0.00500149029003916,0,9.11842427397946e-07
"s(distance)681",682,0.161127190628399,4942.8960470823,0.0594951985650656,0,1.14295649937812e-05
"s(distance)682",683,0.159320319088583,4944.71173614289,0.0842333106523224,0,6.06418534128683e-05
"s(distance)683",684,0.159567480362733,4944.92401740785,0.123234415092957,0,2.18611808378011e-07
"s(distance)684",685,0.174555408166985,4929.67289029163,0.00413125535510889,0,1.96874180276585e-05
"s(distance)685",686,0.162180666560789,4942.86323804109,0.0137825106687323,0,5.42962650063039e-07
"s(distance)686",687,0.170695499040124,4934.95164392367,0.00352931780134669,0,3.37488601543923e-05
"s(distance)687",688,0.165344767557657,4937.4916766859,0.042014165799621,0,7.90257535319139e-05
"s(distance)688",689,0.161573456655327,4941.71547466498,0.112341797999929,0,0
"s(distance)689",690,0.156408946207296,4947.32719607709,0.0531750574560875,0,6.16312838214172e-06
"s(distance)690",691,0.165399937654685,4939.91625725067,0.00427589800341838,0,1.5199355790585e-05
"s(distance)691",692,0.157230283970903,4945.9774291784,0.0618424798509729,0,1.67105924547828e-06
"s(distance)692",693,0.160861035837534,4942.02543500925,0.108028895662697,0,0
"s(distance)693",694,0.160179650625756,4945.68482052702,0.0424108709003347,0,6.53960512952967e-06
"s(distance)694",695,0.161198652327277,4944.16650407373,0.0169961477190295,0,1.11540994551795e-06
"s(distance)695",696,0.16164691832652,4942.5142494673,0.0279655283673528,0,0.00015807810629731
"s(distance)696",697,0.170730759652712,4934.01859719132,0.0120791983411956,0,6.58716405976811e-07
"s(distance)697",698,0.155872791953376,4947.74172296487,0.158278523682675,0,3.87332830701914e-05
"s(distance)698",699,0.162064541439458,4944.1824658713,0.0194328899770951,0,8.39809706942862e-07
"s(distance)699",700,0.16357363352384,4941.25624752607,0.024796060135879,0,4.41290606001399e-06
"s(distance)700",701,0.160915383738691,4941.66181776,0.0768572749484644,0,0
"s(distance)701",702,0.157485201642462,4945.42957203482,0.0422240823590586,0,2.41630103283708e-05
"s(distance)702",703,0.161329129430411,4942.54544916805,0.0236169857886835,0,4.21553055687252e-05
"s(distance)703",704,0.159984802764365,4944.10915514063,0.0483620327115944,0,1.73758994320705e-06
"s(distance)704",705,0.161467606875011,4942.48932396518,0.0512900451157642,0,5.2431436459166e-07
"s(distance)705",706,0.163895689559788,4939.18753335567,0.00996184168625902,0,6.67905540744917e-05
"s(distance)706",707,0.166766852215373,4937.27750604424,0.0244561656257269,0,1.76135998319893e-06
"s(distance)707",708,0.165822775812556,4939.58996921859,0.0151643801576862,0,3.08434988284256e-05
"s(distance)708",709,0.168588404891463,4935.87884227343,0.00643860650472927,0,1.31384183332806e-05
"s(distance)709",710,0.161361901222503,4943.47719970585,0.0130935931848252,0,0.000104362481968545
"s(distance)710",711,0.167228688930903,4935.57116571698,0.0665455123044306,0,3.82907103416152e-05
"s(distance)711",712,0.159054927754385,4945.41696295362,0.0498050776402558,0,4.16957984311628e-06
"s(distance)712",713,0.160552359746793,4943.81930478214,0.123895402422411,0,4.43943701717853e-05
"s(distance)713",714,0.159419298692637,4945.34108614613,0.031674851890682,0,0
"s(distance)714",715,0.167489580843117,4937.23630974364,0.00747385726313898,0,9.20651064183486e-05
"s(distance)715",716,0.160652310070424,4940.97702051883,0.0215044129315192,0,0
"s(distance)716",717,0.170960795665023,4935.31054398831,0.00152746924391878,0,2.53836623465009e-06
"s(distance)717",718,0.171329808751753,4933.55586354464,0.0222082722550245,0,0.00587792796248643
"s(distance)718",719,0.161391043328232,4940.72168942437,0.0453308235783605,0,5.12209007264008e-07
"s(distance)719",720,0.160148699372562,4943.57577772652,0.0317574139305158,0,3.42747955517364e-07
"s(distance)720",721,0.162470064733858,4942.62097737315,0.0334847883361988,0,8.08852047967656e-06
"s(distance)721",722,0.158369476209074,4946.50165348791,0.0274194503905346,0,4.98164957113412e-06
"s(distance)722",723,0.157477396898502,4946.7628117731,0.167926316511643,0,4.83711026860734e-06
"s(distance)723",724,0.156954910681851,4946.5537976995,0.205075136734854,0,1.14025643493942e-06
"s(distance)724",725,0.15610189804956,4947.84978142855,0.204490714955309,0,1.03896209063814e-06
"s(distance)725",726,0.158038862100965,4946.44379450665,0.0674282529380648,0,2.44978563906928e-06
"s(distance)726",727,0.162501902732408,4942.0512433273,0.0211221997328018,0,1.12715364963822e-06
"s(distance)727",728,0.15476070003289,4948.53870382107,0.0933362457538118,0,9.28926192234059e-06
"s(distance)728",729,0.165390977196963,4939.5304743683,0.00722559329192218,0,2.01455375934412e-05
"s(distance)729",730,0.16972461024411,4935.48797930638,0.0329215750429916,0,4.96866700172571e-07
"s(distance)730",731,0.160037274447069,4942.44834249119,0.0234956993512515,0,4.35258304476993e-05
"s(distance)731",732,0.166324531479255,4937.6931794201,0.0492218533508791,0,9.97710796646345e-07
"s(distance)732",733,0.158615977363199,4946.33298133743,0.0620987885844051,0,8.03343753774666e-06
"s(distance)733",734,0.157112422372861,4947.46703098258,0.0777938205838237,0,5.19042668217784e-06
"s(distance)734",735,0.164117870708447,4939.04027123028,0.0196620969317833,0,6.2540533085631e-07
"s(distance)735",736,0.154641780414367,4948.74985218202,0.0870392935201155,0,1.46894862551594e-06
"s(distance)736",737,0.160990265144401,4941.94765508758,0.082539354879031,0,0
"s(distance)737",738,0.16228777893748,4941.6996683188,0.134222000549229,0,5.44264297952513e-06
"s(distance)738",739,0.171072271751702,4933.72448961388,0.0281055627843561,0,4.56452192820755e-06
"s(distance)739",740,0.163039040007778,4942.51563365487,0.00727172460057518,0,6.89945161980177e-06
"s(distance)740",741,0.158796525516257,4945.73566278331,0.154781597157538,0,2.25115781182783e-07
"s(distance)741",742,0.156587574387977,4947.65618309266,0.0770236045731939,0,7.03308978100559e-06
"s(distance)742",743,0.168491883216632,4936.57896249576,0.00690091506101981,0,9.98920679079474e-05
"s(distance)743",744,0.172468046272922,4931.74082123739,0.0463390728537423,0,6.1624683309669e-05
"s(distance)744",745,0.170266192440072,4933.20922582494,0.0308633894617654,0,0
"s(distance)745",746,0.159155067741856,4944.97868600076,0.0418252324127945,0,1.31112613216411e-06
"s(distance)746",747,0.15581664889211,4948.21851458683,0.0821494714792164,0,9.20977951529567e-06
"s(distance)747",748,0.159183172322812,4945.31646514118,0.0406793360835192,0,6.03503701451791e-06
"s(distance)748",749,0.158691239902935,4945.46849274609,0.0319406181739221,0,6.95683405935177e-05
"s(distance)749",750,0.166471756829136,4936.7370201786,0.0528571067297235,0,5.60947594749339e-05
"s(distance)750",751,0.160193645583945,4945.16260314705,0.0314508492083636,0,1.1268759387062e-05
"s(distance)751",752,0.173644164142589,4930.38873077031,0.0215716890836287,0,3.21009424051333e-05
"s(distance)752",753,0.164542835960702,4940.52286025383,0.0497849906326487,0,7.42519347014525e-05
"s(distance)753",754,0.156927903776136,4948.45062149153,0.0764129078689855,0,8.97705780045222e-07
"s(distance)754",755,0.155735306395987,4949.6364757512,0.0587765620472894,0,0
"s(distance)755",756,0.164578368331672,4939.57443173794,0.0440643074168707,0,0.000206405181620517
"s(distance)756",757,0.159718544346359,4941.85296969477,0.0232101631361575,0,9.55445470129934e-07
"s(distance)757",758,0.162133283567606,4941.15503002178,0.0393386227635018,0,2.35324482117938e-05
"s(distance)758",759,0.159239758591726,4944.65062566144,0.0396557192232531,0,0.000155120618072602
"s(distance)759",760,0.164827731620503,4938.94779947559,0.0855939833511634,0,0
"s(distance)760",761,0.16379229597059,4942.23868047993,0.0111733931410842,0,2.3798430192068e-06
"s(distance)761",762,0.162254402368299,4940.42875376566,0.168985361936517,0,7.54978710104659e-07
"s(distance)762",763,0.158396771640283,4945.32015612226,0.0721355905380945,0,1.42403351133247e-06
"s(distance)763",764,0.161652831236336,4943.0109595769,0.0316866701633527,0,4.84443323233719e-05
"s(distance)764",765,0.156439016406745,4946.30647658986,0.0456222715687394,0,1.80672564951134e-05
"s(distance)765",766,0.159229776326039,4945.33211851341,0.0203346115922135,0,1.93276464660608e-06
"s(distance)766",767,0.163324482626379,4942.0233140551,0.0319968983812335,0,5.7400031450161e-07
"s(distance)767",768,0.153195280661172,4949.16617458455,0.0504011673228216,0,1.7490126275832e-05
"s(distance)768",769,0.15859019167549,4944.08309590224,0.108948336946465,0,0
"s(distance)769",770,0.162916905532888,4941.07733823341,0.0199048766557948,0,0
"s(distance)770",771,0.161190534522202,4941.73750290276,0.0982071869507672,0,3.74535019304068e-06
"s(distance)771",772,0.162884839999346,4941.73484497073,0.0286533379138731,0,1.50732959343092e-05
"s(distance)772",773,0.159045391615193,4944.80175033649,0.0357755058385169,0,6.84652697230392e-06
"s(distance)773",774,0.153349424549343,4950.50943542244,0.0878929947844712,0,0
"s(distance)774",775,0.164653506992174,4941.09323516773,0.0240861550365699,0,0.000124655277781049
"s(distance)775",776,0.162442154953337,4944.25873735799,0.0212343413395336,0,2.49966348642161e-06
"s(distance)776",777,0.157421114496327,4947.10583337212,0.129300091690462,0,2.6944493214387e-07
"s(distance)777",778,0.163631371765193,4939.90197709911,0.0189449695155525,0,0
"s(distance)778",779,0.160342071418797,4942.18020412754,0.0951962221050601,0,1.15048609205526e-05
"s(distance)779",780,0.15913484765339,4942.7926249026,0.0481530426290568,0,0
"s(distance)780",781,0.169327354469557,4934.0636405421,0.0266978085476612,0,0.00012709700426905
"s(distance)781",782,0.158879131003909,4943.69568475504,0.128199632969783,0,1.01369479049707e-06
"s(distance)782",783,0.162653624608021,4942.45263592553,0.015609315791167,0,3.87865446407898e-05
"s(distance)783",784,0.161055577699897,4944.30822432081,0.077077537635826,0,3.01595794804932e-06
"s(distance)784",785,0.158937174321187,4943.86301471113,0.0615427204609661,0,3.60515715541743e-06
"s(distance)785",786,0.16457819310935,4937.85723166742,0.0981991416019152,0,8.16258729162689e-05
"s(distance)786",787,0.157487672735986,4946.64545775098,0.036362162145579,0,9.34332827273732e-07
"s(distance)787",788,0.164270274508968,4939.12384703693,0.0382214604436381,0,1.39830926588203e-05
"s(distance)788",789,0.158246063983196,4946.20071850393,0.0741943926974079,0,4.37427605115559e-06
"s(distance)789",790,0.168365730562216,4935.94242159867,0.0372263108645542,0,0.0022083019808562
"s(distance)790",791,0.161813608256202,4941.61417788062,0.0357809481733166,0,0.000179423753382923
"s(distance)791",792,0.162074810945823,4941.29910983351,0.113449248132164,0,4.24957341871313e-07
"s(distance)792",793,0.158203776544576,4945.66787807184,0.103125129238975,0,1.82311530892987e-05
"s(distance)793",794,0.160691425965911,4944.2354111392,0.050415970238697,0,3.25937321909997e-07
"s(distance)794",795,0.155720178738476,4948.29026762942,0.0768981139905381,0,1.57791775047267e-05
"s(distance)795",796,0.162083174635177,4942.75188396035,0.00967380323741684,0,5.9829656396948e-06
"s(distance)796",797,0.164684930599688,4941.48651583162,0.00817614585959464,0,0
"s(distance)797",798,0.158456812737156,4946.14960016241,0.0422687283772732,0,3.03959007585952e-06
"s(distance)798",799,0.157668312341642,4944.27305319114,0.06698467013043,0,1.63511409512207e-06
"s(distance)799",800,0.159649060129745,4942.63162418206,0.0112377535508849,0,1.11645467901766e-05
"s(distance)800",801,0.157761105981788,4947.23656698871,0.0219674196728991,0,0
"s(distance)801",802,0.155229754677309,4948.31149395945,0.167797952313769,0,4.42491567881342e-06
"s(distance)802",803,0.155497356034576,4947.51184562608,0.0831139784482997,0,7.25560064973596e-06
"s(distance)803",804,0.166677851363899,4937.61824323729,0.0122331440920831,0,2.2575487644283e-05
"s(distance)804",805,0.157556329829245,4945.32187682447,0.0497028803202985,0,5.57257602683547e-05
"s(distance)805",806,0.160640456004689,4942.40220053891,0.0859143529400636,0,0.000101250415143417
"s(distance)806",807,0.16075870606251,4941.79168007892,0.00976141219551924,0,8.04227117370826e-05
"s(distance)807",808,0.160440377403336,4943.97033692533,0.148326329300653,0,0.000310445506094048
"s(distance)808",809,0.157830444614054,4947.12061462507,0.0436067814321014,0,2.19773414417146e-06
"s(distance)809",810,0.164493671127408,4938.58537772721,0.0449820421543274,0,7.85335951081212e-06
"s(distance)810",811,0.160387116642395,4942.4183628559,0.0755543057822615,0,0
"s(distance)811",812,0.166488860992865,4938.20743633753,0.0960294244291771,0,7.04550196573006e-07
"s(distance)812",813,0.161698852208038,4944.00361214835,0.0151665735653745,0,0
"s(distance)813",814,0.161762185069169,4942.99535037516,0.0282502535946145,0,0
"s(distance)814",815,0.162162240408516,4941.86719977112,0.0250742646339581,0,6.70466060676e-06
"s(distance)815",816,0.162187666655768,4942.82584091921,0.0854884510578003,0,4.16413460255782e-05
"s(distance)816",817,0.16067358601374,4942.82243958675,0.142173924757732,0,0.000113325650781648
"s(distance)817",818,0.165219834727314,4940.10125489619,0.00556044808273248,0,5.99682096080745e-06
"s(distance)818",819,0.157391622755178,4946.65971225892,0.0439595914201061,0,0
"s(distance)819",820,0.165569122706954,4939.8088666519,0.038004547315122,0,6.51793831235592e-06
"s(distance)820",821,0.158715832374528,4946.18099946819,0.0221433393844713,0,1.07805905297242e-06
"s(distance)821",822,0.162771083614663,4941.336536817,0.00707865260754098,0,0.00011221790996313
"s(distance)822",823,0.164049989106708,4939.70057393975,0.0675331519188426,0,1.70214128670243e-05
"s(distance)823",824,0.165903034204613,4937.07852651739,0.0282231225577716,0,0
"s(distance)824",825,0.159925181085282,4945.09802638221,0.0141413145577147,0,1.15433829422917e-06
"s(distance)825",826,0.154450975226934,4949.41919670778,0.105614265832393,0,9.54633517402659e-07
"s(distance)826",827,0.16360695377802,4941.67663671524,0.0217432802183717,0,3.36649977222825e-06
"s(distance)827",828,0.154532824548943,4948.22156348034,0.00886420537811794,0,1.12416982356311e-06
"s(distance)828",829,0.161308874920119,4944.25606120078,0.0350471715328102,0,3.43219280113383e-06
"s(distance)829",830,0.155655178704918,4947.97392376775,0.190292709639911,0,1.25277214918507e-06
"s(distance)830",831,0.159190324178327,4944.5296879384,0.0197961765878815,0,3.92900590440726e-05
"s(distance)831",832,0.165592521549384,4938.30220761568,0.0592869320706867,0,3.59266191463092e-07
"s(distance)832",833,0.165549708333496,4938.57780962107,0.0563392253937188,0,3.16246742643189e-06
"s(distance)833",834,0.15359108222785,4950.88913740653,0.0945297631442197,0,8.74647682225227e-07
"s(distance)834",835,0.161849648020645,4943.22267967462,0.0383358908827517,0,3.1434101582517e-05
"s(distance)835",836,0.15885631955189,4946.09232046408,0.0788011145305499,0,2.13779538110193e-05
"s(distance)836",837,0.164980729639477,4938.70064509615,0.0910931537917046,0,0
"s(distance)837",838,0.165196218679119,4937.53652471981,0.0282606033704929,0,5.28744090233513e-07
"s(distance)838",839,0.161158042542489,4943.08614478617,0.0441154545311215,0,3.26965896746412e-07
"s(distance)839",840,0.163174192276407,4942.52713664025,0.0572191051540993,0,6.76599864816163e-05
"s(distance)840",841,0.166345468613799,4937.06360466395,0.0233191086203073,0,2.03350971673122e-05
"s(distance)841",842,0.160823874079332,4942.96328767596,0.0768875832020733,0,9.68297750102431e-05
"s(distance)842",843,0.157535906009858,4944.96853465134,0.00411683518832889,0,2.3888538035477e-06
"s(distance)843",844,0.160834527828743,4944.16359505022,0.0149625675082004,0,3.11717554729585e-06
"s(distance)844",845,0.160226829726504,4944.45352673881,0.010370147039199,0,2.92906527760151e-06
"s(distance)845",846,0.157220056364275,4944.79354647042,0.0296725217013036,0,6.08692914450537e-05
"s(distance)846",847,0.158239601874238,4946.8218169241,0.0403667221306175,0,1.23601839130405e-06
"s(distance)847",848,0.157321389204437,4945.86466871235,0.0677633465429846,0,3.94066311243391e-06
"s(distance)848",849,0.155980855624202,4948.67651407232,0.0813807170909131,0,9.57087847974769e-07
"s(distance)849",850,0.158497947041636,4945.79897595334,0.0760939243529942,0,8.0359806989283e-06
"s(distance)850",851,0.170078456823635,4933.84842313603,0.0099772233230298,0,0.000109183211852826
"s(distance)851",852,0.158819586492545,4946.64391991177,0.0834242074558234,0,7.12116513117977e-05
"s(distance)852",853,0.159252240890823,4946.06289069778,0.0331545073210689,0,9.85869768765912e-07
"s(distance)853",854,0.156090015852873,4948.6669277413,0.0808375506546255,0,0
"s(distance)854",855,0.167671239132891,4937.53172238007,0.00701575929651471,0,1.62318501101266e-06
"s(distance)855",856,0.157645309177888,4946.13496974594,0.0719178037480701,0,1.81765257863953e-05
"s(distance)856",857,0.159118157069285,4946.11451785753,0.0272498089036267,0,4.50578284894032e-06
"s(distance)857",858,0.164507955245894,4940.33047082161,0.015281250870916,0,0.000166565941901009
"s(distance)858",859,0.1638701366123,4939.98639022136,0.0572879137733479,0,3.73580604895452e-07
"s(distance)859",860,0.161615324093358,4944.08952801074,0.0394460688443636,0,4.38612563441465e-06
"s(distance)860",861,0.153220518402838,4949.81974830623,0.0898025279059945,0,1.40967541484294e-06
"s(distance)861",862,0.156311969637672,4946.96864800614,0.113243782672628,0,7.97670822566543e-06
"s(distance)862",863,0.158378479191045,4946.56562662987,0.0389052235425174,0,1.32501767646787e-06
"s(distance)863",864,0.159236039259525,4944.12169432736,0.0547480146197732,0,1.03089833958236e-06
"s(distance)864",865,0.165435560519136,4939.37095782469,0.00475994178533728,0,5.12630279247972e-05
"s(distance)865",866,0.158877887949158,4945.24708312106,0.0489087191429931,0,2.48041664652199e-07
"s(distance)866",867,0.164529361752194,4938.90175805736,0.0403689599177166,0,0.000150234807219651
"s(distance)867",868,0.15520368072113,4948.62212172894,0.0858494100454337,0,1.59360596391211e-06
"s(distance)868",869,0.162713040375743,4941.12623813966,0.0413696105327345,0,1.98415218810588e-07
"s(distance)869",870,0.163652419111802,4939.31553408888,0.0869479780738094,0,5.47322701597297e-05
"s(distance)870",871,0.160165860738602,4943.80420179489,0.0190389408489999,0,1.14999067147292e-05
"s(distance)871",872,0.161071410624858,4942.78014707216,0.0793961514441391,0,0
"s(distance)872",873,0.161896604691645,4940.44397295796,0.0298157013080179,0,3.93258408837305e-07
"s(distance)873",874,0.158701174141331,4944.68983244344,0.058473479784813,0,1.26425869045876e-06
"s(distance)874",875,0.168477281112457,4937.19974515863,0.00465979772659558,0,4.90451166491046e-05
"s(distance)875",876,0.16069807983665,4943.2312891771,0.116810711667588,0,7.43383511930817e-06
"s(distance)876",877,0.159981058427991,4944.0047358255,0.0689493392598126,0,3.84348768874831e-05
"s(distance)877",878,0.161308229909997,4943.63896622007,0.0702402768061418,0,0
"s(distance)878",879,0.173194081732818,4931.06003069918,0.0183903524042084,0,0.000163614132982826
"s(distance)879",880,0.164812860793381,4939.18737963672,0.0249220751711989,0,8.5891311163433e-07
"s(distance)880",881,0.163902502826186,4940.20219547908,0.0413363772836952,0,2.28476681801704e-06
"s(distance)881",882,0.160707498025131,4940.8659806012,0.0203070934754724,0,6.02945389172049e-07
"s(distance)882",883,0.160614534467376,4941.76484432573,0.0093297489726844,0,2.23504941752606e-05
"s(distance)883",884,0.158813394487409,4945.74627848314,0.0371627787392754,0,2.11360205180089e-05
"s(distance)884",885,0.159902516510544,4944.686591094,0.0551459282039788,0,1.16156474498919e-05
"s(distance)885",886,0.177775459576169,4926.35558918433,0.0259379260738014,0,6.28346831355042e-05
"s(distance)886",887,0.161129409502555,4943.12566691972,0.0548218862720053,0,3.4383105341762e-06
"s(distance)887",888,0.154500249005619,4948.75705181776,0.154328394302208,0,3.63620432763945e-07
"s(distance)888",889,0.155751810216793,4946.42053638979,0.0311989419150175,0,6.77560632801333e-05
"s(distance)889",890,0.162226420812422,4942.3346651314,0.0648362872196123,0,9.53069421611441e-05
"s(distance)890",891,0.163660681092126,4940.16498421587,0.00806890505974273,0,5.0970999954103e-07
"s(distance)891",892,0.166915892477782,4936.47274837136,0.0184690763627602,0,0
"s(distance)892",893,0.164343275198117,4939.17321502798,0.0474716582134011,0,9.13167598182163e-06
"s(distance)893",894,0.160273753616203,4941.5929591086,0.0998757994989387,0,3.60224427033984e-05
"s(distance)894",895,0.157386881249476,4946.97797026979,0.0526357412300635,0,3.83465359558577e-05
"s(distance)895",896,0.163402534455843,4941.19572529133,0.0285387743635207,0,1.44480761082866e-06
