"iteration","deviance_explained","aic","s_yyyy_p_value"
82,0.236249954401107,18048.1912250014,0
83,0.24654942873974,18026.3401301114,0
84,0.249453634651686,18018.2174679356,0
85,0.253293682875696,18030.5140265656,0
86,0.236734222522661,18049.0604396897,0
87,0.232751159801325,18091.2482370261,0
88,0.232048117888028,18042.2894880335,0
89,0.235558443047445,18064.0990335255,0
90,0.234325544186007,18049.1985080732,0
91,0.237220798517546,18032.2845930672,0
92,0.226359604463523,18018.8782341653,0
93,0.237157347272445,18024.3478540521,0
94,0.234192299537949,18058.6993404261,0
95,0.229865296574145,18073.0870564781,0
96,0.228257671491362,18028.1569943545,0
97,0.242017888711792,18045.9197248569,0
98,0.230496191530225,18062.5945566763,0
99,0.225210853332024,18102.0566126425,0
100,0.237070816556628,18032.0820257299,0
101,0.252371326605456,18053.0345691158,0
102,0.225374057495047,18064.3901822305,0
103,0.243927570914586,18027.6883253657,0
104,0.2306268047419,18053.6558476338,0
105,0.245013289531616,18027.1897512345,0
106,0.23675182921481,18040.7930435799,0
107,0.23668459730799,18031.8947735453,0
108,0.226575086619972,18024.8057478866,0
109,0.226320556512618,18014.9502130901,0
110,0.234466941258808,18051.1633959059,0
111,0.232790082824217,18029.8410775839,0
112,0.240225258550017,18053.1498242113,0
113,0.237050791838249,18012.8194862158,0
114,0.232591766132779,18051.2960772425,0
115,0.237651860620887,18054.1303836409,0
116,0.232647784284698,18038.3862477216,0
117,0.226233147369729,18036.8881426554,0
118,0.234148645956956,18060.2618959209,0
119,0.249031293043885,18066.1225380739,0
120,0.225695228771764,18019.0629546414,0
121,0.238093796275485,18062.4976941849,0
122,0.231064539514869,18054.0910033391,0
123,0.243368349023613,18036.4158381553,0
124,0.238181468636109,18053.910828952,0
125,0.225118506368229,18091.6341354209,0
126,0.24119778262496,18059.5152649154,0
127,0.243868177696111,18022.6153769671,0
128,0.241416937845567,18043.5817682048,0
129,0.225407983596649,18058.1841201581,0
130,0.234604716104789,18027.7020998933,0
131,0.242921922108463,18023.4426644006,0
132,0.241670915457785,18070.2064721856,0
133,0.243559598272422,18052.4501829179,0
134,0.234578797425487,18050.9560136813,0
135,0.23988898678115,18053.3622452651,0
136,0.231136335996253,18083.6411906716,0
137,0.221171081988458,18047.6003323439,0
138,0.220364041095377,18083.1172133189,0
139,0.219354302227671,18060.5140758115,0
140,0.244941445453692,18022.7700280203,0
141,0.239572402404201,18018.0310313914,0
142,0.23896464484915,18066.2872069234,0
143,0.239009939854794,18078.6885272476,0
144,0.238573099588702,18066.5283932201,0
145,0.254270860739867,18001.258025958,0
146,0.23594600884224,18026.713576579,0
147,0.232847338971192,18040.9032097896,0
148,0.246105621456805,18066.1687968558,0
149,0.231546782349682,18053.4037972976,0
150,0.231372529575694,18012.2455385021,0
151,0.242988473906609,18058.93488607,0
152,0.233018112457992,18056.8846157116,0
153,0.23063583635794,18004.5139282033,0
154,0.254331051475395,18022.1202797988,0
155,0.236514137244026,18036.3475941965,0
156,0.252874196259938,18013.9208440787,0
157,0.240451904261407,18051.9461927138,0
158,0.241878503577949,18027.0548488307,0
159,0.245826501381521,18061.143204761,0
160,0.243096935906215,18061.893906235,0
161,0.241666129599338,18029.5210942539,0
162,0.241212228500234,18007.5774175036,0
163,0.236596946471793,18002.8548457809,0
164,0.25085321573125,18035.7342635412,0
165,0.230410783887069,18032.3117715732,0
166,0.23589436428496,18060.433029159,0
167,0.232829070589697,18052.5866230725,0
168,0.224552194774662,18070.2606987296,0
169,0.245819719443404,18027.6877453016,0
170,0.23595671674084,18059.6762425112,0
171,0.231916651206066,18054.0360652398,0
172,0.216580046154923,18083.3325130158,0
173,0.231438320213202,18059.0954406558,0
174,0.240200760428376,18055.6975754852,0
175,0.255766455217463,18022.3192447736,0
176,0.235029270878531,18042.0000359516,0
177,0.251202992300571,18007.084084759,0
178,0.230284470334719,18030.824935026,0
179,0.243644248352237,18038.4327996304,0
180,0.233559175582576,18040.0816572858,0
181,0.227331631358771,18037.1222863439,0
182,0.242831316191475,18035.2737959856,0
183,0.231433460730407,18043.5483246,0
184,0.244003251869339,18015.0986426622,0
185,0.244081564622231,18040.998187817,0
186,0.236857578197218,18008.0638019066,0
187,0.244376044505438,18008.6797884076,0
188,0.215791804006157,18067.6168353721,0
189,0.240924488374368,18039.0851939749,0
190,0.237008273567876,18055.1156411397,0
191,0.243219639770055,18045.8379846631,0
192,0.241416447690896,18010.6613548442,0
193,0.227286487118826,18069.4441973777,0
194,0.253119590338622,18051.9554532093,0
195,0.239215416632573,18052.7251930418,0
196,0.233170621832295,18085.2286458032,0
197,0.225719461369626,18067.8297996067,0
198,0.243471290349674,18029.1548489769,0
199,0.239135691713272,18015.0433300554,0
200,0.22992749399504,18037.3421538886,0
201,0.239902182509099,18018.4733257038,0
202,0.256785967250516,18034.5803496552,0
203,0.231058062333106,18054.2732620401,0
204,0.244852806939081,18019.1678132351,0
205,0.221860616043011,18046.4189273559,0
206,0.227088176004633,18072.7354859322,0
207,0.235754890532917,18052.4115778694,0
208,0.239667884778868,18054.4951686397,0
209,0.241556111751472,18024.6931207089,0
210,0.249719532401262,18035.3173070536,0
211,0.226236766427046,18072.301042709,0
212,0.232508410663331,18032.0063685592,0
213,0.236151693835194,18031.0989453175,0
214,0.239531409897141,18043.4580411827,0
215,0.237693992292714,18002.3998325814,0
216,0.236484485032909,18032.9176289249,0
217,0.243341366034628,18038.5588293224,0
218,0.236908816189881,18034.9513435221,0
219,0.248026319554078,18065.0330367287,0
220,0.234743526662591,18071.6278888617,0
221,0.231191908659568,18034.3601257444,0
222,0.243035783116863,18017.5333581103,0
223,0.243866605264475,18025.2146859389,0
224,0.23419729314131,18085.0391792519,0
225,0.242216022878972,18006.5140108955,0
226,0.234086743610256,18054.7366841397,0
227,0.230662834631152,18044.8256087762,0
228,0.243788223559896,18054.9307797944,0
229,0.235820585484132,18059.0008815083,0
230,0.228834876346048,18028.1706442875,0
231,0.24635420328203,18038.0802544282,0
232,0.233840784698327,18025.6559841136,0
233,0.242746600234157,18049.9414516669,0
234,0.224068146371318,18072.9011509059,0
235,0.234328011509457,18072.1015563221,0
236,0.227603230015937,18044.622184202,0
237,0.232395410075609,18022.6537502113,0
238,0.244529684804201,18017.3095569128,0
239,0.251205253088019,18025.004293948,0
240,0.245926797415165,18021.9395180561,0
241,0.233933599122698,18054.4953231439,0
242,0.240157664932187,18041.403749862,0
243,0.257961083238696,18017.753920756,0
244,0.240104049146635,18001.747015857,0
245,0.243980692638613,18057.2251040182,0
246,0.253002817967898,18026.2013208198,0
247,0.241121187891451,18028.1084645091,0
248,0.238482839184049,18083.2975018157,0
249,0.232465466147259,18046.5440652738,0
250,0.217911535281626,18063.4099688449,0
251,0.2372221543038,18049.0727739782,0
252,0.240054694992097,18052.7524063427,0
253,0.237074181728747,18078.6276616479,0
254,0.23273151819527,18062.7603600544,0
255,0.243742898498083,18034.2899326081,0
256,0.22213905512521,18051.4585947165,0
257,0.236159859269851,18051.183160785,0
258,0.231027098055407,18029.9183454004,0
259,0.248418240273516,18029.1161142459,0
260,0.242610256270983,18035.0322933002,0
261,0.239006353031751,18080.6884895635,0
262,0.241720434005218,18009.5405652981,0
263,0.231645145468458,18072.7097149685,0
264,0.241698798138039,18030.4259581336,0
265,0.234906959617059,18107.0830635146,0
266,0.245472421112339,18033.0948630427,0
267,0.237369848870622,18025.6436290696,0
268,0.240795063853466,18027.2224094041,0
269,0.239406940402687,18086.7540983851,0
270,0.24919586237164,18022.4299549998,0
271,0.251306364484887,18037.6539981857,0
272,0.233024050712379,18065.970065166,0
273,0.225963704788363,18097.0003281248,0
274,0.223650230572291,18062.751631918,0
275,0.24317964192167,18022.1292554175,0
276,0.241850381131802,18055.0444763449,0
277,0.234545575911671,18032.8789982479,0
278,0.243198976725678,18024.3583541493,0
279,0.245285967427273,18045.402717975,0
280,0.228888317818113,18069.0151494193,0
281,0.237247438590782,18048.4902435934,0
282,0.243285237313688,18048.4587628515,0
283,0.23212254525576,18042.6920750968,0
284,0.233479600258424,18007.426181366,0
285,0.232540959671557,18074.6349045524,0
286,0.245783590004402,18068.0355818747,0
287,0.229215587219308,18063.682302762,0
288,0.235565657096729,18064.3505538092,0
289,0.236565286394143,18068.0129712124,0
290,0.235591458794779,17981.4107722767,0
291,0.235260926306804,18060.4921927233,0
292,0.237890757621627,18048.3128212662,0
293,0.241077758982702,18033.7296650869,0
294,0.246268002578497,18018.2671049472,0
295,0.246531269837184,18073.4858730473,0
296,0.245359800911007,18056.2146712541,0
297,0.230310339809205,18035.4531490609,0
298,0.234166525774404,18063.7047837409,0
299,0.227614752858866,18063.8124021079,0
300,0.234034382792382,18027.1153442734,0
301,0.224278059476132,18035.9708495908,0
302,0.253205045218084,18038.5378787616,0
303,0.24541917150885,18020.3756890788,0
304,0.237301267544787,18029.9196456539,0
305,0.241559900070455,18073.0015571924,0
306,0.248197001071466,18020.7545621801,0
307,0.238406739617591,18050.2105996034,0
308,0.237417681874429,18025.7273097125,0
309,0.240857398580097,18035.1920003479,0
310,0.24411631431345,18042.3891974579,0
311,0.240269083234441,18061.5707827089,0
312,0.233923641752864,18047.1755101979,0
313,0.230157594124381,18095.5466090023,0
314,0.239133910398943,18028.5362857614,0
315,0.241386395651335,18030.3616991535,0
316,0.24470147318233,18076.8686580538,0
317,0.225344995536304,18050.1718026987,0
318,0.231210968841919,18038.7352298692,0
319,0.231540514615926,18011.9253727642,0
320,0.240851587252768,18036.4843279623,0
321,0.219484153173086,18060.2806181311,0
322,0.226088803849366,18038.5495873457,0
323,0.243488795011884,18039.92244198,0
324,0.24500153197369,18060.4141567447,0
325,0.23530431164183,18081.3165847788,0
326,0.234506222709125,18066.7385296151,0
327,0.234923669133828,18029.7613908862,0
328,0.233110409719839,18085.1251548992,0
329,0.232395084351726,18059.6096198716,0
330,0.242023826367426,18032.5013450481,0
331,0.233128986129385,18038.9242657648,0
332,0.229956700982505,18032.675735504,0
333,0.222929952490665,18015.8573435748,0
334,0.223775682787379,18058.7215076811,0
335,0.247570400554766,18021.4470556235,0
336,0.245768298250131,18037.3735628825,0
337,0.236762534643212,18097.8257581036,0
338,0.231347030508001,18051.6925865884,0
339,0.23196118710827,18038.0774380207,0
340,0.248654060513148,18020.763416118,0
341,0.236526452137816,18062.6235944374,0
342,0.235329133385251,18055.4241566265,0
343,0.247110090893252,17994.6607851397,0
344,0.236002136517458,18044.0216466021,0
345,0.240194537093555,18037.2124920315,0
346,0.237678804140305,18029.8813010468,0
347,0.236141085794917,18034.2879092808,0
348,0.242046065513508,18026.213251239,0
349,0.229990415818581,18015.7196507816,0
350,0.233042274407502,18036.6204310935,0
351,0.230910839990665,18047.500742315,0
352,0.23927817217266,18040.976561043,0
353,0.220683485460904,18085.2439186292,0
354,0.233687191062771,18047.7262678821,0
355,0.235703121549439,18049.3448400899,0
356,0.234569362138816,18041.6220505775,0
357,0.237488054724031,18046.4691321789,0
358,0.237331866075433,18099.374009229,0
359,0.227551240308243,18056.9034178205,0
360,0.249963022434827,18044.3012733964,0
361,0.251205353990765,18018.0530860013,0
362,0.241573390662194,18023.0826350054,0
363,0.243169329937218,18053.1083407769,0
364,0.235212533761685,18038.0831260675,0
365,0.242017183270231,18020.1747614819,0
366,0.231522982948664,18081.8072617638,0
367,0.241832644000936,17991.8255152438,0
368,0.24201810626103,18066.8597586814,0
369,0.235485810957674,18059.0112948291,0
370,0.243526489812085,18034.3709547967,0
371,0.232656153586228,18042.2156954602,0
372,0.228535531255181,18054.2226582108,0
373,0.245966090809831,18065.609264956,0
374,0.247220682923038,18022.7488674733,0
375,0.241762623126738,18027.3572531601,0
376,0.234783345722243,18047.6567150987,0
377,0.238212675420388,18077.7545126766,0
378,0.230037700271961,18029.6222735551,0
379,0.233774291072626,18060.7713610071,0
380,0.23755797339856,18063.3848626325,0
381,0.240921100366107,18044.4596259474,0
382,0.23481916911145,18060.0200265564,0
383,0.228326634296836,18062.9028356228,0
384,0.239568591192764,18080.7837500625,0
385,0.249135308762353,18052.3220514009,0
386,0.247205313450794,18037.8350050629,0
387,0.240491817029776,18042.292373336,0
388,0.231556040891005,18047.6826480191,0
389,0.25049055984359,17991.745755848,0
390,0.253051475326103,18013.7947082308,0
391,0.249616169599543,18055.6131953301,0
392,0.236086338651378,18035.8489627402,0
393,0.230725996117521,18047.9507731155,0
394,0.233232627614459,18080.3733378025,0
395,0.237025641931971,18033.5769039231,0
396,0.231530878091343,18099.9541540961,0
397,0.224410732805532,18082.3404509581,0
398,0.253744476161451,18024.2445835315,0
399,0.240901725906528,18058.4590228391,0
400,0.235072361957296,18029.8705576921,0
401,0.221567568467669,18047.6421515794,0
402,0.237902298504755,18017.779699386,0
403,0.227613743788982,18052.2706221006,0
404,0.237369520015235,18045.6127590107,0
405,0.224612478413992,18043.3410505215,0
406,0.232457716288599,18037.7998281981,0
407,0.24314537585101,18025.7048302991,0
408,0.239746831840955,18032.159017161,0
409,0.235082509394258,18036.0443276922,0
410,0.240658248654327,18028.6844450672,0
411,0.240301329708485,18023.6306014809,0
412,0.238867562937272,18041.953610545,0
413,0.247499484530104,18058.363419724,0
414,0.229430772787785,18032.5603841527,0
415,0.230295561789938,18093.3306246615,0
416,0.232341685502539,18024.4438161357,0
417,0.240288315889428,18059.5967558474,0
418,0.237755429406446,18036.3920884747,0
419,0.234391994575768,18065.4233094949,0
420,0.236015867122897,18048.135859049,0
421,0.238462653448913,18036.4829817772,0
422,0.231709332216645,18058.8760297865,0
423,0.242100873377698,18006.6346875589,0
424,0.242711014151487,18077.7684232656,0
425,0.244379220433182,18014.9022535101,0
426,0.233201383482756,18013.7066818698,0
427,0.23515906659688,18061.0110863611,0
428,0.249507687211163,18065.556744047,0
429,0.241692829083312,18014.7013558576,0
430,0.251603625518486,18057.8180896664,0
431,0.246405920414155,18011.0132951842,0
432,0.243811187485841,18041.6005441948,0
433,0.236253551817891,18074.1886317016,0
434,0.236622566847939,18080.1639670255,0
435,0.236907476400912,18079.3972411151,0
436,0.247556108648629,18029.6577364676,0
437,0.247940006255372,18034.1743602656,0
438,0.240653911736388,18043.8135246347,0
439,0.240916734047328,18057.4074636473,0
440,0.239887701293306,18073.5506685004,0
441,0.224628276916247,18071.8561726665,0
442,0.251090871835402,18027.0782862297,0
443,0.238265881216782,18029.6863208779,0
444,0.235750421642244,18063.5087017905,0
445,0.244641385188044,18028.5580215008,0
446,0.231088617287011,18058.0328759362,0
447,0.254340927697658,18057.0272899,0
448,0.239464546685337,18000.6542617768,0
449,0.240874674041192,18031.8836937151,0
450,0.240718186590341,18030.818257508,0
451,0.234396694655139,18061.8788139535,0
452,0.246534870982955,18064.195692187,0
453,0.236620198020343,18024.5586898149,0
454,0.235605495106381,18015.4427485587,0
455,0.243665268051663,18029.794001656,0
456,0.234608108353347,18017.7641272393,0
457,0.238801472783187,18032.8859836917,0
458,0.256486507443852,18034.7074503743,0
459,0.249149302235177,18083.843215692,0
460,0.235589712969178,18004.7966239643,0
461,0.232018361284446,18052.8366973783,0
462,0.240499216207241,18041.974222336,0
463,0.239086503499779,18024.8407835746,0
464,0.243096837033464,18009.7633709188,0
465,0.240587174901765,18000.2199635797,0
466,0.252180298730262,18018.1572890401,0
467,0.23534734248741,18046.8653817514,0
468,0.229664594839832,18044.6365437765,0
469,0.237622826507833,18030.2478638092,0
470,0.232376353677353,18066.7121833627,0
471,0.237288683670507,18022.0983482539,0
472,0.234497656381932,18065.4055629357,0
473,0.24946538426719,18054.4992259463,0
474,0.237733024013183,18020.2552639345,0
475,0.220280522721031,18068.3577260192,0
476,0.244084374728393,18049.9302832697,0
477,0.232420212654868,18091.7262616145,0
478,0.242649436029172,18027.1874853588,0
479,0.2264342290109,18066.9135572626,0
480,0.239459538394495,18061.0974412097,0
481,0.23709524850234,18050.9644147942,0
482,0.245236016182502,18022.564177691,0
483,0.238512612009745,18036.7569686328,0
484,0.235663438506094,18073.9569336955,0
485,0.234087723974856,18062.4414367218,0
486,0.237230269486257,18074.9960487469,0
487,0.227396736743702,18057.8475324802,0
488,0.247847836960964,18042.8495054969,0
489,0.227531130020959,18057.1480728922,0
490,0.246583657580472,18055.32703028,0
491,0.234143848120911,18057.373717096,0
492,0.234046575525395,18037.1400634433,0
493,0.240592858996797,18049.0358858782,0
494,0.238409884482196,18034.755484189,0
495,0.238517204318752,18071.1849290473,0
496,0.225101163024916,18013.7214383498,0
497,0.236714324416456,18045.6940945604,0
498,0.233999467573122,18012.0702490734,0
499,0.239332870179117,18063.170384728,0
500,0.25247320642192,17980.0421640684,0
501,0.228021239060709,18056.117613142,0
502,0.237024176841175,18026.7322643916,0
503,0.231855199872418,18051.3433674655,0
504,0.237725541496468,18045.4237727969,0
505,0.234353177075498,18011.8901040051,0
506,0.219922042787425,18133.2016699406,0
507,0.234729137877137,18080.1713030055,0
508,0.240218529172597,18056.8961589815,0
509,0.246570540948021,18048.8134281143,0
510,0.228703708243306,18104.3584378287,0
511,0.233062410547907,18055.4723780283,0
512,0.240509923726052,18002.4523944752,0
513,0.242543028501848,18054.942922627,0
514,0.229151466859728,18049.3597422629,0
515,0.26110491503307,17997.7111471337,0
516,0.232751620121113,18051.6778138636,0
517,0.242285508093068,18044.4321929099,0
518,0.239090350523631,18079.4832330513,0
519,0.246757871021439,18039.2775931112,0
520,0.234558253810466,18078.7647175677,0
521,0.223637698580808,18024.5335885308,0
522,0.242751416040149,18051.6511966051,0
523,0.240156391319417,18024.4554423249,0
524,0.233137265319098,18055.4932255622,0
525,0.243881136895664,18031.1120750094,0
526,0.244071578376525,18030.726367968,0
527,0.246047819637615,18029.286106318,0
528,0.255262198542256,18036.7666881129,0
529,0.241394129095363,18056.4895048882,0
530,0.226241663154016,18049.6510115452,0
531,0.238119957767508,18035.6918245526,0
532,0.244199259682698,18090.1354536732,0
533,0.234445120203494,18052.903396857,0
534,0.232295065321477,18089.2728236311,0
535,0.233221198788643,18046.7568928507,0
536,0.242438730035043,18068.5800301847,0
537,0.242856007199784,18062.3859600836,0
538,0.246443370482527,18039.4377055563,0
539,0.240699378777836,18057.5863559565,0
540,0.230948690412978,18023.3504250595,0
541,0.23249973023669,18016.1642313796,0
542,0.249215049055402,18065.8166902487,0
543,0.235694754535217,18074.7024187046,0
544,0.233198416193112,18062.4103212906,0
545,0.2467024902802,18050.3269783076,0
546,0.240684615578477,18044.1435146662,0
547,0.241489360249918,17993.1735516985,0
548,0.240006967060248,18022.0706588354,0
549,0.240240980470574,18066.6428780468,0
550,0.24368863301226,18043.8485557791,0
551,0.234064011197095,18029.5847139031,0
552,0.236607849792923,18076.7333197239,0
553,0.236061659165138,18063.1703356901,0
554,0.240403988804814,18086.6296117768,0
555,0.237973561963976,18019.8812977344,0
556,0.224331483019671,18035.4868854802,0
557,0.248127870820719,18026.4564290692,0
558,0.250283057308781,18042.8276791673,0
559,0.233762656127946,18064.1318792934,0
560,0.233612108154792,18091.2452438778,0
561,0.240469495516292,18011.3246875058,0
562,0.231152261056537,18034.0130367223,0
563,0.224921617112325,18039.3964741242,0
564,0.237143654108187,18029.7788653754,0
565,0.238418301504103,18078.3719971968,0
566,0.225873181164606,18004.6426056797,0
567,0.243224977676971,18040.3811023977,0
568,0.237686409490865,18028.7835407862,0
569,0.234632723349412,18039.5784599925,0
570,0.246736344011229,18012.527585528,0
571,0.244871649525864,18056.4147049297,0
572,0.246014089270918,18058.6899561544,0
573,0.238015252597721,18028.4871608108,0
574,0.238942200616463,18053.5462761224,0
575,0.231039868675513,18059.8932583879,0
576,0.237557304696098,18020.4685907256,0
577,0.235163540828788,18018.2864423892,0
578,0.226126305701653,18050.2873414721,0
579,0.239878358126843,18072.3574228703,0
580,0.246696303590572,18010.4618939832,0
581,0.243912356554699,18013.1611373827,0
582,0.249580434869888,18057.2873494874,0
583,0.24613021003372,18039.012946968,0
584,0.234428649546397,18045.1339763827,0
585,0.23097078173498,18021.5304611488,0
586,0.241584786804134,18081.3200665572,0
587,0.236874649809633,18065.777544202,0
588,0.236750900533971,18067.1005637896,0
589,0.237779880989235,18039.8412645783,0
590,0.239376571996016,18034.2774060011,0
591,0.243437765740973,18051.313875433,0
592,0.239510497938141,18016.0843631094,0
593,0.235474415035128,18049.920642956,0
594,0.237554372614969,18061.2412363711,0
595,0.236506616568447,18035.2150655056,0
596,0.231833109600967,18056.5036802901,0
597,0.235095598711666,18038.1823225248,0
598,0.225344680969415,18058.2792016349,0
599,0.242462840797788,18018.4574392345,0
600,0.243584298371133,18007.6948094396,0
601,0.231575349894246,18088.0085518153,0
602,0.237162891379283,18037.8975318365,0
603,0.237243784364288,18077.2981232218,0
604,0.228605551359461,18028.4711915971,0
605,0.241549287664317,18027.3325350163,0
606,0.238394800360649,18014.9635229028,0
607,0.237289032012148,18036.856256123,0
608,0.224250112214564,18084.9107750147,0
609,0.238718909832025,18050.4855475,0
610,0.237587280376312,18028.6545165368,0
611,0.235021252014755,18015.9905757567,0
612,0.250023956717649,18028.5718366744,0
613,0.231133720973581,18011.4201113595,0
614,0.238527514980643,18037.3844695573,0
615,0.24482829940738,18033.7850549442,0
616,0.227648093842879,18044.0301416652,0
617,0.236737680813732,18046.6962520988,0
618,0.236777192013129,18037.1955680909,0
619,0.239444745040089,18041.4109646984,0
620,0.221753754297467,18051.7830235587,0
621,0.237645059306483,18041.3326881748,0
622,0.244158144737101,18042.3757768629,0
623,0.245007532638937,18031.5006836549,0
624,0.240670183056822,18069.02373418,0
625,0.23553554452627,18015.8928251525,0
626,0.232120508076241,18048.8284494612,0
627,0.225168348457017,18054.9464019006,0
628,0.226277230409919,18094.6908756479,0
629,0.229844515280398,18036.4572357876,0
630,0.235241511787499,18056.9227071962,0
631,0.235435613812851,18043.5792802646,0
632,0.24148449531768,18030.2062733815,0
633,0.239959869950133,18051.80726426,0
634,0.251155408997307,18025.517704121,0
635,0.230335113298365,18040.5786131866,0
636,0.238827719668917,18031.9842406273,0
637,0.237011906227779,18067.794113981,0
638,0.233161288819443,17990.9401025641,0
639,0.226017206380344,18088.0831718244,0
640,0.233357229550043,18092.2299699169,0
641,0.243730088047372,18038.0685149398,0
642,0.237945413070286,18046.5557122188,0
643,0.231223443055697,18008.4705129814,0
644,0.232722788612838,18059.5359600988,0
645,0.24628922251639,18000.2025750501,0
646,0.228698035364643,18092.2565743615,0
647,0.241748638175321,18047.2634194899,0
648,0.23236228847094,18049.0725613902,0
649,0.234463078849826,18026.3042839776,0
650,0.242342650591101,18030.1457436674,0
651,0.244049387312689,18022.0342191252,0
652,0.235624315472031,18020.2286638932,0
653,0.236724088458991,18052.3298687109,0
654,0.22917358662531,18070.4068941333,0
655,0.229416238837057,18060.2365485166,0
656,0.230281318306778,18058.5356576492,0
657,0.252833546063937,18003.0934129773,0
658,0.232357393418817,18053.3407254517,0
659,0.225750043527971,18056.745016198,0
660,0.238865644320877,18023.9831187533,0
661,0.234437214507358,18025.8329991542,0
662,0.238947717134248,18042.0282310444,0
663,0.235643387008558,18041.499531504,0
664,0.244174986325648,18065.2550168361,0
665,0.242884475661538,18038.6656089638,0
666,0.244022845681648,18035.9095273124,0
667,0.259870689956415,18060.265760792,0
668,0.24299420350372,18014.13021163,0
669,0.223597743709071,18045.5938043054,0
670,0.23755634057515,18045.5153543494,0
671,0.2345048511996,18033.8311388137,0
672,0.241223624442259,18026.9901100849,0
673,0.227212609370974,18044.3122941363,0
674,0.232677882680849,18027.0032527309,0
675,0.231976489095997,18031.3946760885,0
676,0.22492750526655,18060.2035478825,0
677,0.236940459870147,18006.716542851,0
678,0.240023165086509,18054.849329217,0
679,0.232914582976172,18069.9117574147,0
680,0.248811592710253,18036.1129783327,0
681,0.237894039316007,18038.2071085773,0
682,0.219246649861391,18057.1983175986,0
683,0.243080479802537,18026.4250649873,0
684,0.236992611826596,18016.3666151476,0
685,0.236178606429167,17990.8366980276,0
686,0.24150035289566,18069.9067825601,0
687,0.240828003790651,18011.1426407248,0
688,0.224472892880912,18076.0572296204,0
689,0.238130091734086,18083.0908728448,0
690,0.24836661921251,18016.7476336378,0
691,0.22785428251059,18051.8382491814,0
692,0.240791671311467,17968.7991255984,0
693,0.232781189528091,18075.169547089,0
694,0.253155438686342,18049.2902280182,0
695,0.227703038596759,18040.3467524082,0
696,0.24748520257245,18058.5090697299,0
697,0.224681576845145,18058.1308267486,0
698,0.230049483524951,18061.5205471318,0
699,0.22373873850765,18103.845370074,0
700,0.229233410920075,18060.6486115029,0
701,0.233230044924202,18044.9713531758,0
